pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01026111,1522,748,774,39,121,107,147,109,419,393,187
E01026112,1239,629,610,106,135,99,167,107,283,225,117
E01026113,2024,981,1043,57,109,110,160,119,523,610,336
E01026114,1585,757,828,102,125,92,179,206,406,320,155
E01026115,1723,832,891,59,94,102,144,107,447,546,224
E01026116,1614,783,831,73,122,112,178,139,445,364,181
E01026117,1795,912,883,53,88,95,164,107,455,549,284
E01026118,1765,831,934,54,98,102,127,98,407,502,377
E01026119,1084,521,563,13,67,53,65,46,248,334,258
E01026120,1540,754,786,48,105,91,177,131,370,330,288
E01026121,2610,1253,1357,115,210,158,290,280,641,578,338
E01026122,2045,1130,915,63,106,116,887,227,405,175,66
E01026123,2425,1183,1242,171,299,202,476,440,519,224,94
E01026124,1733,896,837,97,165,115,453,330,394,139,40
E01026125,1603,1016,587,65,72,71,385,377,394,147,92
E01026126,1919,1111,808,107,148,50,511,340,488,199,76
E01026127,1338,632,706,101,149,90,221,150,323,209,95
E01026128,2618,1334,1284,174,273,169,418,512,590,310,172
E01026129,1751,835,916,149,239,192,328,223,387,201,32
E01026130,1231,610,621,78,79,49,136,121,296,310,162
E01026131,1311,673,638,100,114,84,184,168,303,225,133
E01026132,4346,2253,2093,57,54,26,3510,232,250,160,57
E01026133,4773,2526,2247,145,182,134,3045,378,553,227,109
E01026134,1519,772,747,71,90,69,405,283,312,173,116
E01026135,1621,785,836,81,94,93,193,212,439,333,176
E01026136,1548,724,824,105,81,105,218,205,386,282,166
E01026137,1122,547,575,57,86,97,138,129,332,192,91
E01026138,1355,663,692,65,106,82,138,156,360,297,151
E01026139,1388,645,743,67,168,112,155,124,392,217,153
E01026140,1223,581,642,78,112,59,185,157,330,222,80
E01026141,1446,689,757,84,148,117,200,152,429,229,87
E01026142,1142,537,605,65,109,100,148,125,284,224,87
E01026143,3012,1510,1502,40,63,61,2038,256,316,166,72
E01026144,2150,1069,1081,120,165,92,975,270,301,173,54
E01026145,1635,823,812,44,53,64,728,134,323,221,68
E01026146,2468,1224,1244,35,41,26,1766,134,187,158,121
E01026147,2185,1069,1116,122,174,120,335,316,616,317,185
E01026148,1715,814,901,87,82,71,489,246,357,232,151
E01026149,1593,797,796,104,149,122,220,210,372,276,140
E01026150,1652,824,828,98,126,101,277,262,423,214,151
E01026151,1897,898,999,108,129,123,353,256,436,291,201
E01026152,1498,735,763,144,184,160,272,182,345,154,57
E01026153,2497,1249,1248,166,219,152,386,374,607,326,267
E01026154,1305,645,660,92,140,96,225,164,329,187,72
E01026155,1880,932,948,104,198,115,321,243,481,291,127
E01026156,1210,541,669,77,140,99,186,158,302,171,77
E01026157,1405,690,715,102,144,87,202,154,315,239,162
E01026158,1321,632,689,64,77,46,150,130,296,305,253
E01026159,1340,645,695,75,123,95,203,174,344,229,97
E01026160,1259,622,637,64,77,69,168,141,345,232,163
E01026161,1343,656,687,85,117,61,225,171,343,210,131
E01026162,1497,711,786,67,109,83,155,167,332,314,270
E01026163,1266,660,606,59,85,75,182,196,299,289,81
E01026164,1398,608,790,67,105,85,255,101,343,261,181
E01026165,1470,691,779,113,101,66,237,186,327,274,166
E01026166,1219,611,608,62,115,82,190,169,308,196,97
E01026167,1505,735,770,43,96,52,216,178,368,309,243
E01026168,1573,756,817,152,200,143,244,223,344,188,79
E01026169,1534,717,817,70,123,90,206,109,407,304,225
E01026170,1462,706,756,108,125,78,234,193,384,245,95
E01026171,1557,750,807,62,101,69,163,171,356,325,310
E01026172,1775,832,943,107,190,118,480,223,371,190,96
E01026173,1586,787,799,135,179,136,293,190,401,176,76
E01026174,1464,725,739,103,123,81,300,252,386,127,92
E01026175,1768,923,845,141,148,82,384,328,433,176,76
E01026176,2082,1114,968,98,139,91,798,357,401,146,52
E01026177,2215,1182,1033,129,145,121,818,360,423,126,93
E01026178,1856,1006,850,83,111,83,637,257,399,169,117
E01026179,1511,826,685,140,169,59,286,322,296,146,93
E01026180,1406,691,715,46,119,90,116,108,460,312,155
E01026182,1526,695,831,58,112,100,135,156,442,357,166
E01026183,2769,1354,1415,142,234,202,292,280,731,581,307
E01026184,2179,1340,839,189,224,81,589,610,323,99,64
E01026185,2138,991,1147,118,133,110,255,203,564,429,326
E01026186,1808,870,938,61,125,182,223,145,473,341,258
E01026187,1939,981,958,81,163,151,246,287,714,212,85
E01026188,2334,1107,1227,141,203,151,294,385,563,353,244
E01026189,1752,829,923,76,86,82,141,146,481,443,297
E01026190,1701,791,910,81,174,127,152,177,411,306,273
E01026191,1846,888,958,101,138,145,194,204,593,313,158
E01026192,1356,682,674,79,101,88,131,150,390,289,128
E01026193,1511,763,748,45,102,94,133,146,455,381,155
E01026194,2076,996,1080,93,183,147,205,197,568,367,316
E01026195,1952,962,990,67,122,120,175,148,564,494,262
E01026196,1520,738,782,51,82,90,160,87,438,384,228
E01026197,1446,718,728,63,127,92,133,131,461,295,144
E01026198,1671,968,703,127,151,93,485,376,337,69,33
E01026199,2378,1165,1213,91,160,164,200,222,737,526,278
E01026200,1623,760,863,65,106,86,188,154,468,389,167
E01026201,2123,1044,1079,65,173,150,194,159,587,508,287
E01026202,1903,890,1013,60,105,99,154,133,510,480,362
E01026203,1900,925,975,55,126,123,163,166,490,441,336
E01026204,1630,804,826,61,99,86,120,139,431,436,258
E01026205,1664,811,853,76,163,101,138,179,444,317,246
E01026206,2016,1002,1014,69,156,159,239,183,630,371,209
E01026207,1245,610,635,46,81,90,117,107,335,298,171
E01026208,1697,834,863,67,139,109,142,178,513,366,183
E01026209,2050,970,1080,45,105,94,166,116,566,582,376
E01026210,2368,1134,1234,90,188,137,249,213,689,529,273
E01026211,2088,1029,1059,104,188,111,193,274,600,443,175
E01026212,1459,709,750,61,97,108,132,145,432,299,185
E01026213,1697,782,915,58,145,84,151,177,398,357,327
E01026214,1092,535,557,54,86,69,107,129,305,220,122
E01026215,1044,472,572,32,80,70,94,94,262,229,183
E01026218,1220,585,635,33,44,65,119,67,301,311,280
E01026219,1191,578,613,51,83,73,109,135,319,235,186
E01026220,2207,1043,1164,64,123,106,218,175,541,506,474
E01026221,2484,1218,1266,77,152,201,197,164,819,625,249
E01026222,1812,858,954,52,102,103,192,123,503,400,337
E01026223,1971,958,1013,76,143,96,166,209,593,468,220
E01026224,1823,870,953,112,181,121,184,203,447,358,217
E01026225,1661,811,850,92,148,96,227,227,502,249,120
E01026226,1819,870,949,51,98,80,112,142,447,487,402
E01026227,1546,759,787,94,101,87,209,215,426,271,143
E01026228,1748,842,906,142,173,147,238,289,470,221,68
E01026229,1879,915,964,93,203,146,226,274,561,267,109
E01026230,1794,864,930,129,232,144,251,263,361,267,147
E01026231,2738,1345,1393,131,240,205,347,372,819,439,185
E01026232,2141,1053,1088,93,148,114,286,208,593,406,293
E01026233,1607,760,847,50,126,146,154,182,496,276,177
E01026234,3446,1693,1753,206,333,269,424,482,1080,443,209
E01026235,1731,807,924,103,210,124,227,203,408,274,182
E01026236,1174,593,581,43,78,86,114,142,310,206,195
E01026237,1087,483,604,71,57,40,101,118,253,270,177
E01026238,1388,640,748,71,136,106,156,176,389,253,101
E01026239,2062,1013,1049,120,190,122,260,250,581,335,204
E01026240,2724,1359,1365,124,241,241,285,283,707,591,252
E01026241,2090,1046,1044,135,174,166,212,285,680,331,107
E01026242,1738,862,876,99,149,92,198,181,442,371,206
E01026243,1351,650,701,67,116,107,165,143,373,245,135
E01026244,1338,655,683,57,98,85,119,110,374,335,160
E01026245,2298,1111,1187,78,161,107,190,148,667,574,373
E01026246,2391,1174,1217,97,179,153,218,203,656,619,266
E01026247,1876,911,965,64,129,103,177,150,489,470,294
E01026248,2237,1088,1149,107,143,147,247,172,656,535,230
E01026249,1946,980,966,85,115,114,162,177,554,465,274
E01026250,2097,1014,1083,162,185,117,344,280,490,293,226
E01026251,1852,920,932,74,167,99,202,172,438,392,308
E01026252,1834,864,970,86,136,108,176,180,468,363,317
E01026253,1796,856,940,97,119,112,189,210,494,360,215
E01026254,1765,883,882,96,103,85,157,115,420,485,304
E01026255,1956,965,991,106,128,98,182,183,490,436,333
E01026256,1602,743,859,94,127,80,145,164,418,371,203
E01026257,2064,982,1082,92,159,132,207,163,485,447,379
E01026258,2151,1036,1115,138,206,101,243,243,479,492,249
E01026259,1797,924,873,73,138,109,168,194,524,409,182
E01026260,2113,1074,1039,115,220,154,230,268,488,363,275
E01026262,1417,663,754,76,88,72,143,144,389,324,181
E01026263,2492,1155,1337,152,248,170,332,398,583,345,264
E01026264,1771,864,907,120,178,134,247,249,492,242,109
E01026265,1444,697,747,54,108,94,139,170,386,253,240
E01026266,2349,1188,1161,135,163,106,484,393,624,293,151
E01026267,3202,1634,1568,197,300,194,442,604,794,419,252
E01026268,2115,1019,1096,141,197,129,278,295,483,351,241
E01026269,2122,1042,1080,61,154,154,210,193,549,476,325
E01026270,2229,1108,1121,148,240,174,320,378,546,278,145
E01026271,1924,970,954,115,173,116,263,274,560,299,124
E01026272,1553,786,767,62,133,90,202,243,435,240,148
E01026273,1849,890,959,109,130,99,187,202,450,368,304
E01026274,3373,1631,1742,276,407,229,440,623,880,339,179
E01026275,2679,1289,1390,170,253,142,400,487,642,327,258
E01026276,2344,1137,1207,87,164,132,243,189,666,579,284
E01026277,1779,898,881,99,219,189,216,241,425,279,111
E01026278,1428,730,698,73,93,80,152,143,407,310,170
E01026279,1419,661,758,73,105,79,133,154,317,258,300
E01026280,2592,1311,1281,137,169,154,265,259,748,618,242
E01026281,1308,670,638,42,89,96,109,97,421,322,132
E01026282,1817,867,950,92,178,124,179,171,501,349,223
