pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01012867,1942,1023,919,132,184,134,465,353,443,166,65
E01012868,1654,877,777,55,51,48,897,172,228,132,71
E01012869,1742,964,778,73,110,84,741,261,314,110,49
E01012870,1692,909,783,95,101,64,702,268,345,82,35
E01012871,1821,1063,758,102,116,86,550,380,399,135,53
E01012872,1692,970,722,61,57,85,830,212,323,88,36
E01012873,1495,673,822,122,178,118,238,224,321,184,110
E01012874,1538,756,782,140,185,132,236,228,365,165,87
E01012875,1604,743,861,144,243,191,249,274,289,170,44
E01012876,1767,813,954,157,275,167,262,247,360,195,104
E01012877,1620,746,874,147,261,224,243,249,306,126,64
E01012878,1696,794,902,203,194,112,300,220,386,217,64
E01012879,1406,700,706,136,226,113,231,226,311,109,54
E01012880,1649,768,881,171,230,124,287,220,355,188,74
E01012881,1529,749,780,116,173,126,260,218,377,189,70
E01012882,1514,733,781,77,96,101,218,176,438,260,148
E01012883,1399,637,762,45,55,48,142,108,304,391,306
E01012884,1711,787,924,116,187,121,252,247,370,266,152
E01012886,1429,707,722,75,106,90,188,163,380,295,132
E01012887,1495,768,727,115,172,114,242,192,358,202,100
E01012888,1502,737,765,140,125,82,291,250,403,169,42
E01012889,1478,755,723,114,144,116,250,235,312,222,85
E01012891,2354,1354,1000,167,173,131,527,492,608,199,57
E01012892,2060,1060,1000,142,198,164,398,374,496,174,114
E01012893,1555,757,798,121,166,114,233,237,403,212,69
E01012894,1900,894,1006,135,220,157,289,310,413,274,102
E01012895,1609,736,873,115,264,157,243,250,317,199,64
E01012896,1929,961,968,120,199,175,266,290,519,278,82
E01012897,647,307,340,25,63,45,78,95,164,106,71
E01012898,1654,746,908,103,187,109,198,245,338,242,232
E01012899,1472,723,749,77,126,93,250,205,381,254,86
E01012900,1659,836,823,138,124,101,299,275,366,233,123
E01012901,1394,699,695,77,114,84,194,163,368,254,140
E01012902,1377,688,689,69,112,97,224,173,377,219,106
E01012903,1596,821,775,118,116,68,276,268,398,226,126
E01012904,1294,617,677,49,75,59,200,118,344,272,177
E01012905,1201,555,646,76,119,85,145,148,271,252,105
E01012906,1607,751,856,156,188,130,239,261,368,206,59
E01012907,1326,614,712,56,124,78,170,150,338,305,105
E01012908,1085,521,564,69,114,69,165,126,251,186,105
E01012909,1131,532,599,58,55,57,195,143,303,241,79
E01012910,1138,567,571,61,119,70,158,177,285,214,54
E01012911,1064,527,537,50,54,41,129,130,284,287,89
E01012912,1635,800,835,75,121,111,206,185,394,344,199
E01012913,2123,1090,1033,156,253,173,400,322,480,240,99
E01012914,2848,1438,1410,34,58,70,2356,148,96,47,39
E01012915,1378,661,717,105,153,84,236,176,308,211,105
E01012916,1522,788,734,64,125,87,317,187,355,272,115
E01012917,1621,795,826,105,155,117,258,234,322,280,150
E01012918,1552,746,806,103,187,181,241,227,402,157,54
E01012919,1273,581,692,45,103,122,156,74,391,240,142
E01012920,1453,718,735,59,129,105,110,126,457,324,143
E01012921,1151,562,589,36,80,98,96,91,336,263,151
E01012922,1523,783,740,51,98,125,135,122,438,396,158
E01012923,1704,942,762,67,136,149,273,205,477,258,139
E01012924,1672,825,847,51,118,139,121,106,504,447,186
E01012925,1283,615,668,60,88,81,101,122,390,278,163
E01012926,2465,1214,1251,80,169,171,183,182,701,597,382
E01012927,1554,781,773,52,81,105,133,97,458,402,226
E01012928,1794,843,951,158,237,154,190,203,386,330,136
E01012929,1866,939,927,136,195,124,245,238,448,348,132
E01012930,1377,646,731,45,103,67,133,98,334,372,225
E01012931,1578,724,854,73,120,114,152,129,369,384,237
E01012932,1797,903,894,108,189,164,256,228,379,313,160
E01012933,1042,518,524,36,39,53,66,57,252,356,183
E01012934,1571,723,848,53,103,79,142,129,401,397,267
E01012935,1275,606,669,31,68,70,69,60,297,371,309
E01012936,1306,632,674,21,24,38,72,70,263,482,336
E01012937,2089,1007,1082,56,80,66,161,106,454,777,389
E01012938,2396,1110,1286,122,183,132,210,222,548,628,351
E01012939,1838,880,958,74,106,112,137,136,377,507,389
E01012940,1629,793,836,29,64,61,93,92,410,523,357
E01012941,1366,624,742,37,62,43,69,76,262,467,350
E01012942,1155,537,618,10,53,34,60,48,214,388,348
E01012943,1750,858,892,102,162,127,225,227,424,295,188
E01012944,1496,805,691,68,93,100,197,197,459,287,95
E01012945,1499,760,739,94,135,123,202,158,401,282,104
E01012946,1703,839,864,149,211,121,219,183,388,271,161
E01012947,1474,718,756,61,124,95,163,150,369,347,165
E01012948,1336,708,628,68,80,85,177,117,439,259,111
E01012949,1344,619,725,82,96,70,146,124,350,258,218
E01012950,1418,685,733,34,78,83,115,67,348,421,272
E01012951,1230,589,641,28,82,93,110,97,353,270,197
E01012952,1421,704,717,67,81,100,147,140,410,358,118
E01012953,1279,668,611,79,82,76,121,120,383,276,142
E01012954,1256,590,666,49,83,40,134,136,331,299,184
E01012955,1542,739,803,72,124,81,145,194,431,275,220
E01012956,1153,559,594,31,78,66,124,102,366,272,114
E01012957,1838,882,956,72,66,297,353,114,361,323,252
E01012958,979,467,512,15,42,37,51,57,286,286,205
E01012959,1496,736,760,66,112,89,141,188,424,332,144
E01012960,1716,843,873,59,112,142,166,154,418,357,308
E01012961,1951,957,994,128,186,106,161,218,466,381,305
E01012962,1196,564,632,26,66,44,85,97,367,304,207
E01012963,1541,759,782,48,109,106,180,133,358,375,232
E01012964,1743,877,866,110,182,152,187,211,456,276,169
E01012965,928,420,508,20,44,46,69,58,300,253,138
E01012966,1206,570,636,24,49,33,90,75,363,361,211
E01012967,1521,730,791,54,101,96,125,97,465,342,241
E01012968,1648,804,844,45,122,107,152,96,549,373,204
E01012969,1824,1263,561,35,72,83,505,278,441,286,124
E01012970,1728,846,882,85,116,114,164,160,504,389,196
E01012972,1602,746,856,38,143,142,137,122,501,288,231
E01012973,2728,1435,1293,162,263,226,338,379,882,328,150
E01012974,1575,724,851,64,187,115,170,172,415,278,174
E01012975,1444,679,765,46,89,55,129,108,419,385,213
E01012976,1374,648,726,93,135,104,146,156,344,259,137
E01012977,2818,1353,1465,128,213,217,353,300,830,526,251
E01012978,1608,787,821,63,107,79,155,80,360,422,342
E01012979,1659,799,860,88,120,85,198,182,434,334,218
E01012980,1775,845,930,82,134,95,216,206,447,305,290
E01012981,1379,706,673,40,116,92,128,103,401,352,147
E01012982,1567,773,794,68,118,88,183,149,453,330,178
E01012983,1745,875,870,67,147,124,202,196,411,388,210
E01012984,1839,890,949,82,143,120,145,184,493,458,214
E01012985,1675,785,890,68,106,115,161,154,457,385,229
E01012986,1594,787,807,61,84,76,114,95,403,463,298
E01012987,1704,821,883,82,92,96,169,130,500,405,230
E01012988,1622,842,780,79,125,99,165,180,497,333,144
E01012989,1769,874,895,88,139,87,141,167,475,382,290
E01012990,1410,684,726,50,87,77,123,110,444,349,170
E01012991,1558,752,806,57,108,85,135,136,448,391,198
E01012992,1376,670,706,61,96,72,139,124,372,349,163
E01013000,2247,1240,1007,160,212,129,368,460,588,249,81
E01013005,1726,829,897,97,99,105,185,192,429,322,297
E01013006,1558,770,788,91,150,98,220,234,414,252,99
E01013007,1474,716,758,51,115,97,137,154,451,296,173
E01013008,1425,687,738,84,104,85,224,187,395,241,105
E01013009,1584,762,822,64,134,95,166,186,427,328,184
E01013010,1467,709,758,66,131,81,201,165,371,277,175
E01013011,1551,748,803,71,115,127,167,197,491,239,144
E01013012,1735,810,925,133,114,110,197,188,491,331,171
E01013013,1433,695,738,89,103,97,227,194,389,239,95
E01013014,1406,694,712,71,101,104,177,187,359,256,151
E01013015,1744,884,860,82,112,105,190,227,461,380,187
E01013016,1786,898,888,53,129,97,159,137,576,445,190
E01013017,1747,889,858,85,112,126,185,189,497,364,189
E01013018,1996,967,1029,96,166,160,217,220,573,360,204
E01013019,1418,826,592,46,74,87,97,220,497,278,119
E01013020,1857,909,948,68,121,133,198,164,626,404,143
E01013021,1418,703,715,67,60,64,154,123,378,389,183
E01013022,1902,949,953,64,134,149,149,157,626,497,126
E01013023,1761,859,902,84,114,87,131,147,533,473,192
E01013024,1805,883,922,91,141,131,208,186,518,351,179
E01013025,1444,758,686,55,119,103,120,135,441,292,179
E01013026,1682,811,871,75,150,121,201,175,490,325,145
E01013027,1642,827,815,46,114,89,122,151,474,379,267
E01013028,1528,783,745,55,104,107,154,151,433,398,126
E01013029,1454,698,756,59,113,94,147,113,380,390,158
E01013030,1387,673,714,42,89,65,121,99,398,387,186
E01013031,1434,706,728,26,71,86,132,110,378,430,201
E01013032,1368,644,724,39,86,79,131,113,432,318,170
E01013033,1593,794,799,77,120,104,187,181,456,345,123
E01013034,1868,939,929,59,141,150,197,133,590,447,151
E01013035,1495,732,763,57,117,88,137,162,360,432,142
E01013036,1475,715,760,69,78,43,213,174,419,316,163
E01013037,1397,681,716,69,111,71,195,217,396,233,105
E01013038,1426,689,737,98,174,128,194,172,378,207,75
E01013039,1742,897,845,53,128,101,176,143,553,404,184
E01013040,2272,1075,1197,115,133,142,351,266,645,387,233
E01013041,1754,817,937,47,72,83,130,167,432,489,334
E01013042,1641,791,850,50,111,132,150,97,550,392,159
E01013043,1287,614,673,34,76,123,132,110,428,241,143
E01013044,1841,909,932,90,140,160,170,181,556,349,195
E01013045,1655,787,868,131,219,131,207,218,437,203,109
E01013046,1700,788,912,32,77,82,119,118,393,533,346
E01013047,1570,746,824,60,83,85,186,92,399,401,264
E01013048,2252,1135,1117,94,142,141,179,201,658,635,202
E01013049,1703,812,891,44,118,114,148,121,437,453,268
E01013050,1701,851,850,47,95,89,149,98,475,460,288
E01013051,1653,792,861,92,168,131,224,165,385,335,153
E01013052,2656,1266,1390,149,240,220,286,292,746,509,214
