ethn..sa_id,ethn..total_persons,ethn..ethnic_group_e_s_w_white_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00094849,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00094850,160,160,0,0,0,0,0,0,0,0,0,160,0,0,0,0
S00094851,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00094852,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00094853,65,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0
S00094854,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00094855,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00094856,111,109,0,0,0,1,0,0,1,0,0,109,0,2,0,0
S00094857,64,63,0,0,0,0,0,0,1,0,0,63,0,1,0,0
S00094858,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00094859,92,91,0,0,0,0,0,1,0,0,0,91,0,1,0,0
S00094860,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0
S00094861,100,99,0,1,0,0,0,0,0,0,0,99,0,0,1,0
S00094862,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00094863,168,160,0,0,3,0,0,0,5,0,0,160,0,8,0,0
S00094864,84,83,0,0,0,0,0,0,0,1,0,83,1,0,0,0
S00094865,143,143,0,0,0,0,0,0,0,0,0,143,0,0,0,0
S00094866,192,181,3,0,0,3,0,4,0,0,1,184,0,7,0,1
S00094867,104,96,0,5,0,2,0,0,1,0,0,96,0,3,5,0
S00094868,135,133,0,0,0,0,0,1,0,0,1,133,0,1,0,1
S00094869,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00094870,112,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0
S00094871,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00094872,136,134,1,0,0,0,0,0,0,1,0,135,1,0,0,0
S00094873,127,126,0,0,0,0,0,0,1,0,0,126,0,1,0,0
S00094874,126,124,0,0,0,1,0,0,1,0,0,124,0,2,0,0
S00094875,173,172,0,1,0,0,0,0,0,0,0,172,0,0,1,0
S00094876,148,148,0,0,0,0,0,0,0,0,0,148,0,0,0,0
S00094877,85,84,0,1,0,0,0,0,0,0,0,84,0,0,1,0
S00094878,135,134,0,0,0,1,0,0,0,0,0,134,0,1,0,0
S00094879,190,184,0,0,1,0,0,0,5,0,0,184,0,6,0,0
S00094880,114,112,1,0,0,0,0,0,0,0,1,113,0,0,0,1
S00094881,75,71,0,0,0,0,0,0,0,3,1,71,3,0,0,1
S00094882,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00094883,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00094884,96,94,0,0,0,1,0,0,1,0,0,94,0,2,0,0
S00094885,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00094886,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00094887,90,89,0,0,0,0,0,1,0,0,0,89,0,1,0,0
S00094888,156,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0
S00094889,114,113,0,0,1,0,0,0,0,0,0,113,0,1,0,0
S00094890,68,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0
S00094891,134,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0
S00094892,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00094893,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00094894,99,89,0,0,0,6,0,4,0,0,0,89,0,10,0,0
S00094895,74,73,0,0,0,0,0,0,0,0,1,73,0,0,0,1
S00094896,180,179,0,0,0,0,0,0,0,0,1,179,0,0,0,1
S00094897,72,71,0,0,0,0,0,0,0,1,0,71,1,0,0,0
S00094898,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00094899,173,172,0,0,0,0,0,0,1,0,0,172,0,1,0,0
S00094900,155,150,0,3,0,0,0,0,0,1,1,150,1,0,3,1
S00094901,141,140,0,0,0,0,0,0,0,1,0,140,1,0,0,0
S00094902,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00094903,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00094904,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00094905,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00094906,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00094907,121,120,0,0,0,0,0,1,0,0,0,120,0,1,0,0
S00094908,100,97,0,1,1,0,0,1,0,0,0,97,0,2,1,0
S00094909,58,56,0,2,0,0,0,0,0,0,0,56,0,0,2,0
S00094910,154,150,0,1,0,0,0,0,1,2,0,150,2,1,1,0
S00094911,159,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0
S00094912,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00094913,83,81,0,0,0,0,0,0,0,0,2,81,0,0,0,2
S00094914,105,96,0,4,0,1,0,0,3,0,1,96,0,4,4,1
S00094915,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00094916,170,146,0,1,8,0,0,7,3,4,1,146,4,18,1,1
S00094917,117,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0
S00094918,168,163,0,3,0,0,0,0,1,0,1,163,0,1,3,1
S00094919,92,91,0,0,0,0,0,0,0,1,0,91,1,0,0,0
S00094920,213,210,0,0,1,0,0,0,0,1,1,210,1,1,0,1
S00094921,85,83,0,1,0,0,0,0,0,1,0,83,1,0,1,0
S00094922,84,83,0,1,0,0,0,0,0,0,0,83,0,0,1,0
S00094923,107,105,0,0,0,0,0,0,2,0,0,105,0,2,0,0
S00094924,103,102,0,0,0,0,0,0,0,1,0,102,1,0,0,0
S00094925,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00094926,158,156,0,0,0,0,0,1,0,1,0,156,1,1,0,0
S00094927,139,137,0,0,0,0,0,0,0,2,0,137,2,0,0,0
S00094928,132,131,0,0,0,0,0,0,0,1,0,131,1,0,0,0
S00094929,166,162,0,0,0,0,0,0,0,4,0,162,4,0,0,0
S00094930,122,120,0,0,0,0,0,0,0,2,0,120,2,0,0,0
S00094931,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00094932,65,64,0,0,1,0,0,0,0,0,0,64,0,1,0,0
S00094933,112,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0
S00094934,104,102,0,0,0,0,0,0,0,2,0,102,2,0,0,0
S00094935,139,135,0,0,0,0,0,0,4,0,0,135,0,4,0,0
S00094936,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00094937,114,105,0,1,0,0,0,4,2,1,1,105,1,6,1,1
S00094938,167,167,0,0,0,0,0,0,0,0,0,167,0,0,0,0
S00094939,96,95,0,0,1,0,0,0,0,0,0,95,0,1,0,0
S00094940,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00094941,168,168,0,0,0,0,0,0,0,0,0,168,0,0,0,0
S00094942,97,90,0,2,0,0,0,0,0,5,0,90,5,0,2,0
S00094943,106,105,1,0,0,0,0,0,0,0,0,106,0,0,0,0
S00094944,157,155,0,0,0,0,1,0,0,1,0,155,1,1,0,0
S00094945,159,156,1,0,0,0,0,0,1,0,1,157,0,1,0,1
S00094946,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00094947,142,141,0,0,0,0,0,0,0,0,1,141,0,0,0,1
S00094948,135,133,0,0,1,0,0,0,0,1,0,133,1,1,0,0
S00094949,117,116,0,0,0,0,0,0,1,0,0,116,0,1,0,0
S00094950,98,97,0,0,0,0,0,0,1,0,0,97,0,1,0,0
S00094951,84,83,1,0,0,0,0,0,0,0,0,84,0,0,0,0
S00094952,122,121,0,1,0,0,0,0,0,0,0,121,0,0,1,0
S00094953,154,151,0,2,0,0,0,0,1,0,0,151,0,1,2,0
S00094954,98,96,0,0,0,0,1,0,1,0,0,96,0,2,0,0
S00094955,162,161,0,0,0,0,0,0,0,0,1,161,0,0,0,1
S00094956,139,137,0,2,0,0,0,0,0,0,0,137,0,0,2,0
S00094957,115,114,0,0,0,0,0,0,1,0,0,114,0,1,0,0
S00094958,141,138,0,0,0,0,0,0,2,1,0,138,1,2,0,0
S00094959,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00094960,142,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0
S00094961,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00094962,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0
S00094963,99,97,0,2,0,0,0,0,0,0,0,97,0,0,2,0
S00094964,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00094965,91,89,0,1,0,0,0,0,0,1,0,89,1,0,1,0
S00094966,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00094967,102,101,0,0,0,0,0,0,0,1,0,101,1,0,0,0
S00094968,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00094969,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00094970,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00094971,106,102,0,4,0,0,0,0,0,0,0,102,0,0,4,0
S00094972,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00094973,70,69,0,1,0,0,0,0,0,0,0,69,0,0,1,0
S00094974,150,149,0,1,0,0,0,0,0,0,0,149,0,0,1,0
S00094975,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00094976,104,103,0,1,0,0,0,0,0,0,0,103,0,0,1,0
S00094977,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00094978,130,130,0,0,0,0,0,0,0,0,0,130,0,0,0,0
S00094979,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00094980,94,90,0,2,1,0,0,0,1,0,0,90,0,2,2,0
S00094981,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00094982,161,160,0,0,0,0,0,0,0,1,0,160,1,0,0,0
S00094983,156,155,0,0,0,0,0,0,1,0,0,155,0,1,0,0
S00094984,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00094985,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00094986,55,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0
S00094987,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00094988,60,59,0,1,0,0,0,0,0,0,0,59,0,0,1,0
S00094989,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00094990,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00094991,110,105,0,0,0,5,0,0,0,0,0,105,0,5,0,0
S00094992,65,61,0,0,0,0,0,0,0,4,0,61,4,0,0,0
S00094993,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00094994,98,97,1,0,0,0,0,0,0,0,0,98,0,0,0,0
S00094995,104,103,0,0,0,1,0,0,0,0,0,103,0,1,0,0
S00094996,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00094997,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00094998,139,133,1,0,0,0,0,0,0,0,5,134,0,0,0,5
S00094999,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00095003,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00095004,81,80,0,0,0,0,0,1,0,0,0,80,0,1,0,0
S00095005,81,77,0,0,0,0,0,0,3,1,0,77,1,3,0,0
S00095006,150,150,0,0,0,0,0,0,0,0,0,150,0,0,0,0
S00095007,109,107,0,0,0,0,0,0,2,0,0,107,0,2,0,0
S00095008,59,58,0,0,0,0,0,0,0,1,0,58,1,0,0,0
S00095009,156,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0
S00095010,66,64,0,1,0,0,0,0,0,1,0,64,1,0,1,0
S00095011,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00095012,118,117,1,0,0,0,0,0,0,0,0,118,0,0,0,0
S00095013,212,209,0,1,2,0,0,0,0,0,0,209,0,2,1,0
S00095014,82,79,0,3,0,0,0,0,0,0,0,79,0,0,3,0
S00095015,113,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0
S00095016,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00095017,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00095018,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00095019,106,103,0,1,0,1,0,0,0,1,0,103,1,1,1,0
S00095020,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00095021,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00095022,149,148,0,0,0,0,0,0,0,1,0,148,1,0,0,0
S00095023,145,139,0,1,0,0,0,0,1,1,3,139,1,1,1,3
S00095024,88,86,0,0,2,0,0,0,0,0,0,86,0,2,0,0
S00095025,145,139,0,2,1,0,0,0,0,1,2,139,1,1,2,2
S00095026,184,181,0,2,0,0,0,0,0,1,0,181,1,0,2,0
S00095027,103,102,0,1,0,0,0,0,0,0,0,102,0,0,1,0
S00095028,117,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0
S00095029,146,145,0,1,0,0,0,0,0,0,0,145,0,0,1,0
S00095030,170,165,0,1,0,0,0,4,0,0,0,165,0,4,1,0
S00095031,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00095032,114,110,1,0,1,0,1,1,0,0,0,111,0,3,0,0
S00095033,125,125,0,0,0,0,0,0,0,0,0,125,0,0,0,0
S00095034,79,79,0,0,0,0,0,0,0,0,0,79,0,0,0,0
S00095035,121,119,1,0,0,0,0,0,0,1,0,120,1,0,0,0
S00095036,123,122,0,1,0,0,0,0,0,0,0,122,0,0,1,0
S00095037,124,121,0,0,0,0,0,0,0,0,3,121,0,0,0,3
S00095046,131,129,0,0,0,0,0,0,2,0,0,129,0,2,0,0
S00095047,75,73,0,1,0,0,0,0,1,0,0,73,0,1,1,0
S00095048,124,122,0,0,1,0,0,0,0,0,1,122,0,1,0,1
S00095049,70,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0
S00095050,70,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0
S00095051,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00095052,110,106,0,0,0,0,4,0,0,0,0,106,0,4,0,0
S00095053,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095054,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00095055,150,149,1,0,0,0,0,0,0,0,0,150,0,0,0,0
S00095056,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095057,113,111,0,2,0,0,0,0,0,0,0,111,0,0,2,0
S00095058,153,152,0,0,0,0,0,0,1,0,0,152,0,1,0,0
S00095059,158,156,0,1,0,0,0,0,0,1,0,156,1,0,1,0
S00095060,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00095061,142,141,0,0,0,1,0,0,0,0,0,141,0,1,0,0
S00095062,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00095063,88,86,0,2,0,0,0,0,0,0,0,86,0,0,2,0
S00095064,146,145,1,0,0,0,0,0,0,0,0,146,0,0,0,0
S00095065,148,144,2,0,0,0,0,0,0,2,0,146,2,0,0,0
S00095066,159,157,0,2,0,0,0,0,0,0,0,157,0,0,2,0
S00095067,103,102,0,0,0,0,0,0,0,1,0,102,1,0,0,0
S00095068,101,96,0,0,0,0,0,0,0,5,0,96,5,0,0,0
S00095069,145,141,0,0,0,0,0,2,2,0,0,141,0,4,0,0
S00095070,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00095071,123,122,0,0,0,0,0,0,1,0,0,122,0,1,0,0
S00095072,96,93,0,0,0,0,0,0,0,3,0,93,3,0,0,0
S00095073,104,99,0,0,0,0,0,0,0,0,5,99,0,0,0,5
S00095074,53,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0
S00095075,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095076,61,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0
S00095077,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00095078,126,123,0,1,0,0,0,1,0,1,0,123,1,1,1,0
S00095079,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00095080,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00095081,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00095082,97,96,0,0,0,0,0,0,1,0,0,96,0,1,0,0
S00095083,148,146,0,1,0,0,0,0,1,0,0,146,0,1,1,0
S00095084,98,94,1,1,0,0,0,1,0,1,0,95,1,1,1,0
S00095085,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095086,207,198,0,6,0,0,0,0,2,0,1,198,0,2,6,1
S00095087,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00095088,89,88,0,0,0,0,0,1,0,0,0,88,0,1,0,0
S00095089,122,118,0,3,0,0,0,1,0,0,0,118,0,1,3,0
S00095090,109,107,0,2,0,0,0,0,0,0,0,107,0,0,2,0
S00095091,168,168,0,0,0,0,0,0,0,0,0,168,0,0,0,0
S00095092,121,120,0,0,0,0,0,0,0,1,0,120,1,0,0,0
S00095093,185,185,0,0,0,0,0,0,0,0,0,185,0,0,0,0
S00095094,143,143,0,0,0,0,0,0,0,0,0,143,0,0,0,0
S00095095,109,107,0,0,0,0,1,0,1,0,0,107,0,2,0,0
S00095096,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00095097,54,46,0,0,0,4,0,4,0,0,0,46,0,8,0,0
S00095098,61,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0
S00095099,71,70,0,0,0,0,0,0,0,0,1,70,0,0,0,1
S00095100,161,159,0,1,0,0,0,1,0,0,0,159,0,1,1,0
S00095101,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095102,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00095103,139,138,0,0,0,0,0,0,1,0,0,138,0,1,0,0
S00095104,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00095105,107,106,0,0,0,1,0,0,0,0,0,106,0,1,0,0
S00095106,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00095107,72,71,0,1,0,0,0,0,0,0,0,71,0,0,1,0
S00095108,100,99,0,0,0,0,0,0,1,0,0,99,0,1,0,0
S00095109,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00095110,81,81,0,0,0,0,0,0,0,0,0,81,0,0,0,0
S00095111,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00095112,52,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0
S00095113,142,141,0,0,0,0,0,1,0,0,0,141,0,1,0,0
S00095114,73,73,0,0,0,0,0,0,0,0,0,73,0,0,0,0
S00095115,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00095116,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00095117,134,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0
S00095118,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095119,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00095120,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00095121,134,131,0,0,0,0,0,0,3,0,0,131,0,3,0,0
S00095122,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0
S00095123,165,165,0,0,0,0,0,0,0,0,0,165,0,0,0,0
S00095124,106,105,1,0,0,0,0,0,0,0,0,106,0,0,0,0
S00095125,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00095126,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00095127,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095128,178,178,0,0,0,0,0,0,0,0,0,178,0,0,0,0
S00095129,79,78,1,0,0,0,0,0,0,0,0,79,0,0,0,0
S00095130,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00095131,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00095132,166,163,0,0,0,1,0,2,0,0,0,163,0,3,0,0
S00095133,135,134,0,0,0,0,0,0,0,1,0,134,1,0,0,0
S00095134,167,166,0,0,0,1,0,0,0,0,0,166,0,1,0,0
S00095135,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00095136,59,57,0,0,0,0,0,2,0,0,0,57,0,2,0,0
S00095137,88,87,0,0,0,0,0,0,0,0,1,87,0,0,0,1
S00095138,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00095139,109,100,0,2,0,0,0,0,0,1,6,100,1,0,2,6
S00095140,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00095141,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0
S00095142,92,89,0,0,0,0,0,0,0,0,3,89,0,0,0,3
S00095143,73,72,0,0,0,1,0,0,0,0,0,72,0,1,0,0
S00095144,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00095145,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00095146,64,63,0,0,0,0,0,0,0,0,1,63,0,0,0,1
S00095147,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00095148,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00095149,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00095150,95,92,0,2,0,0,0,1,0,0,0,92,0,1,2,0
S00095151,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00095152,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00095153,83,79,0,0,4,0,0,0,0,0,0,79,0,4,0,0
S00095154,137,136,0,0,1,0,0,0,0,0,0,136,0,1,0,0
S00095155,97,91,0,1,1,4,0,0,0,0,0,91,0,5,1,0
S00095156,66,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0
S00095157,87,86,0,0,0,0,0,0,1,0,0,86,0,1,0,0
S00095158,89,87,0,1,0,0,0,0,0,1,0,87,1,0,1,0
S00095159,106,105,0,0,1,0,0,0,0,0,0,105,0,1,0,0
S00095160,140,139,1,0,0,0,0,0,0,0,0,140,0,0,0,0
S00095161,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00095162,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00095163,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095164,74,71,0,3,0,0,0,0,0,0,0,71,0,0,3,0
S00095165,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095166,171,170,0,0,0,0,0,0,0,1,0,170,1,0,0,0
S00095167,120,116,0,1,0,3,0,0,0,0,0,116,0,3,1,0
S00095168,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
