rel..sa_id,rel..total_persons,rel..religion_catholic,rel..religion_presbyterian_church_in_ireland,rel..religion_church_of_ireland,rel..religion_methodist_church_in_ireland,rel..religion_other_christian_including_christian_related,rel..religion_other_religions,rel..religion_no_religion,rel..religion_religion_not_stated
N00003671,296,228,21,10,6,3,0,17,11
N00003672,289,32,125,85,5,13,1,21,7
N00003673,249,7,102,85,5,19,0,14,17
N00003674,413,31,132,138,1,52,7,27,25
N00003675,308,158,59,49,1,4,4,19,14
N00003676,303,251,13,0,1,2,9,6,21
N00003677,295,260,0,0,0,0,2,10,23
N00003678,378,327,4,2,1,2,3,11,28
N00003679,327,274,5,0,3,1,2,13,29
N00003680,254,202,3,0,0,0,3,20,26
N00003681,409,286,5,9,0,9,13,21,66
N00003682,226,170,1,1,0,3,1,17,33
N00003690,543,230,162,43,0,40,2,19,47
N00003691,467,229,113,31,1,54,2,19,18
N00003692,379,182,100,26,0,24,1,19,27
N00003693,423,263,80,18,0,22,6,22,12
N00003694,516,89,237,45,0,85,1,42,17
N00003695,379,175,92,37,0,26,0,19,30
N00003696,431,126,120,49,0,94,3,18,21
N00003697,454,366,8,2,0,4,1,20,53
N00003698,704,581,28,11,0,2,1,26,55
N00003699,406,347,4,1,0,11,1,16,26
N00003700,400,346,3,15,3,2,1,3,27
N00003701,624,564,5,7,0,3,3,10,32
N00003702,862,759,11,1,2,8,6,24,51
N00003703,629,543,8,1,0,14,1,13,49
N00003704,427,372,4,5,1,5,0,16,24
N00003712,384,296,12,3,3,11,0,33,26
N00003713,381,304,3,1,0,19,1,15,38
N00003714,401,330,3,9,1,3,1,20,34
N00003715,291,235,10,6,0,2,0,19,19
N00003716,324,246,17,10,0,4,4,20,23
N00003717,271,180,10,6,7,4,1,21,42
N00003718,1470,1207,29,15,1,61,4,41,112
N00003719,460,376,5,18,1,13,0,21,26
N00003720,411,337,2,25,1,9,0,15,22
N00003734,380,336,2,1,0,1,1,21,18
N00003735,306,226,0,3,0,2,1,10,64
N00003736,350,303,3,1,0,1,0,12,30
N00003737,544,449,12,1,0,2,5,20,55
N00003738,292,240,2,1,0,1,1,16,31
N00003739,440,325,1,2,2,5,11,18,76
N00003740,283,200,6,0,0,1,0,10,66
N00003741,244,188,4,1,0,5,3,12,31
N00003742,316,274,2,1,0,2,2,12,23
N00003743,539,458,10,10,6,7,1,13,34
N00003744,393,358,3,0,0,7,0,6,19
N00003745,462,349,29,14,0,0,0,14,56
N00003746,338,299,2,2,0,0,0,13,22
N00003747,314,258,7,6,0,8,1,19,15
N00003748,392,259,46,24,6,13,0,19,25
N00003749,514,390,14,8,2,31,3,22,44
N00003750,491,404,19,7,4,18,10,12,17
N00003751,559,436,25,19,3,1,4,19,52
N00003752,456,387,11,4,0,10,1,22,21
N00003756,353,282,3,2,0,3,1,6,56
N00003761,439,277,69,18,15,8,0,11,41
N00003762,494,141,229,22,1,54,10,12,25
N00003763,511,273,135,26,11,34,2,10,20
N00003764,613,395,106,15,8,25,2,20,42
N00003765,426,184,161,33,2,9,1,3,33
N00003766,495,426,32,6,0,4,0,20,7
N00003767,495,404,40,16,4,1,0,8,22
N00003768,609,494,6,1,0,16,2,41,49
N00003769,351,273,9,0,0,9,0,17,43
N00003770,494,385,10,1,0,7,3,13,75
N00003771,512,411,3,0,0,10,4,21,63
N00003772,186,151,1,0,0,1,0,9,24
N00003773,323,277,6,0,0,1,1,9,29
N00003774,338,297,0,1,0,0,6,16,18
N00003775,539,442,0,7,0,2,1,35,52
N00003776,384,336,8,4,1,3,1,12,19
N00003777,289,237,4,5,1,7,0,8,27
N00003778,391,275,4,8,4,7,2,30,61
N00003779,355,271,6,6,0,6,0,16,50
N00003780,380,332,1,3,1,0,0,9,34
N00003781,388,341,2,2,6,5,5,13,14
N00003782,581,439,40,31,8,10,2,21,30
N00003783,330,264,3,5,3,14,11,11,19
N00003786,495,432,1,1,0,1,1,13,46
N00003787,402,344,2,5,0,4,1,10,36
N00003788,337,286,1,0,0,8,0,12,30
N00003789,442,372,5,6,0,0,0,10,49
N00003799,329,49,162,50,0,18,2,26,22
N00003800,464,39,256,82,3,47,3,24,10
N00003801,414,65,159,83,5,25,6,45,26
N00003802,282,20,151,44,5,34,0,19,9
N00003803,373,29,192,54,1,46,3,28,20
N00003804,436,83,223,51,0,20,5,23,31
N00003805,289,158,51,35,0,8,0,20,17
N00003806,460,146,132,60,0,20,1,40,61
N00003807,305,145,62,14,5,4,1,33,41
N00003808,335,43,156,50,4,18,3,31,30
N00003809,395,63,196,72,6,26,1,15,16
N00003810,188,18,95,36,1,6,1,9,22
N00003811,377,56,195,69,0,16,0,17,24
N00003812,342,210,64,30,0,0,0,15,23
N00003813,334,134,96,34,0,24,0,27,19
N00003814,350,288,25,12,1,7,0,6,11
N00003815,605,457,32,4,3,8,3,28,70
N00003816,392,320,12,5,1,6,2,21,25
N00003817,505,392,37,8,1,6,1,12,48
N00003818,533,249,123,28,0,50,9,37,37
N00003819,388,198,117,21,2,7,0,17,26
N00003820,593,391,86,18,0,23,0,39,36
N00003821,414,255,109,6,0,11,0,5,28
N00003822,557,282,170,16,0,26,0,26,37
N00003823,588,375,94,26,0,33,3,26,31
N00003824,749,590,84,9,8,3,0,20,35
N00003825,965,864,8,5,0,9,1,35,43
N00003826,675,608,11,3,1,11,2,10,29
N00003827,1060,794,146,20,0,51,1,20,28
N00003834,428,329,11,12,0,2,1,14,59
N00003835,539,390,12,12,1,4,7,47,66
N00003836,343,280,10,8,0,0,1,22,22
N00003837,337,286,2,3,0,6,0,13,27
N00003838,409,322,6,10,0,8,1,37,25
N00003839,409,272,12,11,3,20,4,52,35
N00003840,428,328,23,15,2,2,1,27,30
N00003841,256,187,3,17,0,5,0,12,32
N00003842,413,323,12,14,0,7,0,40,17
N00003843,348,241,13,12,0,4,3,14,61
N00003844,515,390,8,27,3,27,1,21,38
N00003845,299,235,2,15,0,3,0,10,34
N00003846,620,493,7,6,2,9,3,43,57
N00003847,254,194,7,8,0,6,2,13,24
N00003848,362,306,4,6,0,1,0,22,23
N00003857,547,453,31,11,0,12,0,11,29
N00003858,511,423,20,10,0,2,0,7,49
N00003859,478,396,14,2,0,3,0,11,52
N00003860,1070,948,37,4,0,11,0,25,45
N00003861,546,453,42,4,2,6,0,12,27
N00003862,431,191,161,32,0,11,2,19,15
N00003863,236,173,5,3,0,9,0,17,29
N00003864,380,326,1,0,0,2,2,18,31
N00003865,255,200,8,3,0,1,2,13,28
N00003866,339,303,3,3,0,2,1,15,12
N00003867,723,630,5,17,3,7,1,28,32
N00003868,351,302,0,2,0,2,1,12,32
N00003869,1226,939,28,19,5,25,11,66,133
N00003870,254,191,4,7,0,5,0,15,32
N00003871,730,616,9,12,5,14,0,26,48
N00003872,278,205,4,3,0,2,1,21,42
N00003873,1042,913,17,5,2,12,1,26,66
N00003877,373,122,117,73,16,24,1,13,7
N00003880,469,373,46,17,0,2,0,17,14
N00003881,491,406,18,6,3,16,1,25,16
N00003882,304,255,8,8,1,1,0,14,17
N00003883,819,629,24,34,2,15,9,37,69
N00003884,747,435,102,62,16,13,16,61,42
N00003885,337,141,67,45,3,7,6,38,30
N00003886,305,171,45,36,4,6,11,24,8
N00004110,313,30,125,30,18,21,4,76,9
N00004111,341,35,103,65,16,41,1,67,13
N00004112,413,24,152,82,18,49,5,63,20
N00004113,663,54,233,154,26,60,11,109,16
N00004114,305,34,114,46,23,21,7,54,6
N00004115,404,39,122,87,34,23,8,70,21
N00004116,706,36,298,114,34,68,8,120,28
N00004117,515,46,184,82,35,48,4,98,18
N00004118,300,13,89,52,30,34,0,70,12
N00004119,326,35,85,47,38,43,0,61,17
N00004120,259,15,86,36,9,21,1,50,41
N00004121,370,18,123,60,25,37,3,82,22
N00004122,379,31,112,48,42,25,0,98,23
N00004123,351,37,108,61,24,35,1,72,13
N00004124,308,35,73,57,15,22,1,96,9
N00004125,354,38,97,58,17,38,3,82,21
N00004126,292,22,55,75,18,26,4,73,19
N00004127,324,36,62,97,9,16,2,81,21
N00004128,425,32,138,92,14,33,0,87,29
N00004129,308,14,99,74,14,26,3,65,13
N00004130,290,23,54,76,18,20,0,86,13
N00004131,289,19,108,60,12,14,2,53,21
N00004132,328,20,104,64,31,31,1,62,15
N00004133,312,13,78,61,15,30,9,77,29
N00004134,317,29,145,38,9,30,3,44,19
N00004135,345,17,106,57,25,41,8,74,17
N00004136,402,24,148,62,37,31,4,85,11
N00004137,376,36,104,78,32,42,1,67,16
N00004138,352,36,88,64,15,49,5,71,24
N00004139,686,62,226,121,33,80,9,123,32
N00004140,410,51,108,48,29,47,3,101,23
N00004141,296,23,101,54,20,40,2,40,16
N00004142,356,26,115,82,38,30,2,57,6
N00004143,327,38,109,49,13,44,2,63,9
N00004144,590,49,163,122,34,73,1,116,32
N00004145,305,26,106,52,24,25,1,53,18
N00004146,360,41,105,57,22,30,2,87,16
N00004147,352,27,107,47,19,46,8,79,19
N00004148,215,18,52,55,20,16,0,23,31
N00004149,276,18,107,47,14,22,2,57,9
N00004150,499,45,126,74,18,33,9,157,37
N00004151,273,23,86,49,16,21,2,69,7
N00004152,237,26,67,48,20,14,2,47,13
N00004153,352,23,104,48,29,57,3,69,19
N00004154,253,20,89,38,17,28,2,50,9
N00004155,290,16,96,53,5,31,1,66,22
N00004156,232,24,89,46,6,14,8,31,14
N00004157,473,32,138,92,38,49,5,85,34
N00004158,418,40,139,77,42,13,4,87,16
N00004159,130,13,34,9,11,7,1,42,13
N00004160,202,8,64,40,9,10,2,49,20
N00004161,299,10,101,36,13,22,0,90,27
N00004162,202,10,83,23,12,10,1,46,17
N00004163,388,36,119,76,31,25,0,89,12
N00004164,407,36,120,61,28,30,3,104,25
N00004165,424,25,135,76,20,35,5,105,23
N00004166,252,16,69,58,12,23,0,46,28
N00004167,379,16,107,82,17,19,7,100,31
N00004168,204,10,67,36,14,14,1,39,23
N00004169,313,26,112,54,18,18,3,64,18
N00004170,292,23,63,63,22,21,0,81,19
N00004171,309,25,117,71,28,16,3,38,11
N00004172,247,4,72,63,25,22,2,48,11
N00004173,259,33,67,37,15,25,1,72,9
N00004174,273,31,56,60,29,22,1,70,4
N00004175,280,11,96,63,10,2,0,82,16
N00004176,406,31,174,75,17,31,0,60,18
N00004177,156,17,31,28,7,20,3,30,20
N00004178,310,37,95,29,20,19,5,92,13
N00004179,344,116,58,43,17,20,1,67,22
N00004180,273,87,65,39,13,15,3,38,13
N00004181,267,83,33,40,7,22,0,67,15
N00004182,341,147,52,45,14,17,4,52,10
N00004183,98,16,30,20,1,11,3,14,3
N00004184,260,85,60,40,14,12,0,43,6
N00004185,702,105,227,116,32,57,5,117,43
N00004186,305,46,92,31,19,27,5,66,19
N00004187,382,35,118,59,22,36,4,47,61
N00004188,289,30,92,38,15,30,1,65,18
N00004189,212,17,64,33,13,12,4,42,27
N00004190,486,26,200,91,29,49,2,64,25
N00004191,598,49,181,113,32,44,1,149,29
N00004192,295,22,90,53,23,29,1,60,17
N00004193,290,34,93,45,7,23,1,78,9
N00004194,265,8,90,67,11,27,0,45,17
N00004195,276,9,90,45,7,26,2,68,29
N00004196,1009,99,319,176,48,109,8,202,48
N00004197,245,3,73,41,11,12,0,63,42
N00004198,247,7,93,44,10,13,0,54,26
N00004199,798,82,219,135,55,87,15,173,32
N00004200,395,31,120,55,9,67,2,92,19
N00004201,327,30,91,57,16,31,1,65,36
N00004202,342,22,88,67,18,30,5,89,23
N00004203,373,21,120,89,14,37,2,70,20
N00004204,314,25,104,58,9,30,2,71,15
N00004205,285,18,97,41,7,35,2,68,17
N00004206,283,4,103,50,11,18,5,59,33
N00004207,331,18,151,47,12,25,9,51,18
N00004208,484,21,150,62,39,48,4,98,62
N00004209,648,38,266,103,39,70,5,102,25
N00004210,312,14,132,48,21,29,4,43,21
N00004211,674,56,240,91,36,45,4,163,39
N00004212,1948,149,653,279,92,220,14,468,73
N00004213,321,27,101,63,12,23,1,60,34
N00004214,280,26,77,32,9,11,1,89,35
N00004215,324,11,81,53,21,33,0,109,16
N00004216,420,27,117,43,38,44,4,109,38
N00004217,247,14,80,43,13,19,2,55,21
N00004218,274,13,60,47,12,17,3,67,55
N00004219,318,41,80,64,14,9,6,95,9
N00004220,298,41,88,45,9,29,2,53,31
N00004221,325,29,97,73,7,27,2,74,16
N00004222,335,40,99,65,10,24,3,81,13
N00004223,261,14,89,48,9,25,0,57,19
N00004224,302,26,94,70,5,16,0,70,21
N00004225,270,34,81,52,16,23,0,52,12
N00004226,431,66,73,83,8,62,8,103,28
N00004227,265,18,61,60,20,28,6,52,20
N00004228,732,82,229,124,16,43,9,189,40
N00004229,326,31,98,90,13,7,3,68,16
N00004230,286,28,103,59,6,22,1,55,12
N00004231,306,27,79,90,13,8,6,68,15
N00004232,246,21,89,52,13,5,1,49,16
N00004233,347,23,104,64,29,34,0,68,25
N00004234,262,20,101,55,24,10,4,43,5
N00004235,294,42,116,49,13,1,0,58,15
N00004236,309,41,71,80,9,13,18,59,18
N00004237,278,58,43,67,13,10,0,61,26
N00004238,346,72,62,69,14,7,10,96,16
N00004239,272,44,76,58,11,4,4,61,14
N00004240,340,77,69,80,19,28,2,54,11
N00004241,274,72,46,59,14,30,6,44,3
N00004242,364,62,100,90,10,25,4,51,22
N00004243,279,5,108,59,13,14,6,53,21
N00004244,194,11,59,29,12,7,0,49,27
N00004245,334,31,85,59,37,28,1,70,23
N00004246,322,39,125,43,20,13,2,60,20
N00004247,315,30,130,58,31,18,0,34,14
N00004248,236,5,84,49,8,12,1,60,17
N00004249,258,31,97,35,13,18,4,39,21
N00004250,244,3,90,48,23,14,3,52,11
N00004251,267,5,107,45,16,18,1,58,17
N00004252,302,17,96,66,20,33,7,56,7
N00004253,293,21,87,59,20,33,7,54,12
N00004254,284,25,98,62,21,18,1,52,7
N00004255,219,12,72,48,20,24,1,30,12
N00004256,860,39,306,164,38,69,4,190,50
N00004257,226,4,91,52,5,9,3,44,18
N00004258,308,31,87,77,12,24,6,49,22
N00004259,199,8,69,42,12,14,2,40,12
N00004260,314,20,113,74,21,25,1,43,17
N00004261,233,49,38,28,16,5,7,73,17
N00004262,281,80,47,30,1,19,4,73,27
N00004263,226,49,33,16,5,19,2,59,43
N00004264,533,102,80,63,19,41,20,152,56
N00004265,222,29,36,33,6,17,3,68,30
N00004266,324,40,82,51,14,16,2,94,25
N00004267,562,83,96,84,15,52,8,167,57
N00004268,324,29,87,51,6,23,2,112,14
N00004269,317,44,56,36,15,29,6,112,19
N00004270,461,79,60,43,10,88,8,151,22
N00004271,291,60,56,41,10,8,4,81,31
N00004272,252,85,24,20,10,19,4,69,21
N00004273,397,94,88,89,16,28,3,65,14
N00004274,296,77,48,61,2,14,1,76,17
N00004275,277,77,43,39,5,13,1,76,23
N00004276,458,105,86,96,30,22,9,89,21
N00004277,309,71,56,76,7,26,2,62,9
N00004278,271,49,43,67,15,10,1,69,17
N00004279,325,49,73,79,18,19,1,71,15
N00004280,318,62,48,69,10,17,3,80,29
N00004281,424,75,84,104,21,18,2,89,31
N00004282,229,47,47,47,8,9,3,46,22
N00004283,340,92,69,58,16,14,1,74,16
N00004284,364,91,83,83,15,13,1,64,14
N00004285,358,78,107,49,27,22,2,56,17
N00004286,317,44,122,63,11,20,3,45,9
N00004287,615,115,123,182,24,49,15,81,26
N00004288,220,47,41,47,6,15,4,43,17
N00004289,220,46,26,50,7,18,1,53,19
N00004290,583,132,126,132,38,34,4,86,31
N00004291,343,27,101,81,13,32,4,61,24
N00004292,204,31,42,45,11,18,6,44,7
N00004293,236,64,41,31,19,20,6,44,11
N00004294,1013,92,49,47,19,358,36,365,47
N00004295,271,30,101,45,17,15,7,38,18
N00004296,348,37,129,50,30,20,4,56,22
N00004297,329,63,78,44,10,23,4,76,31
N00004298,391,82,113,63,6,20,7,82,18
N00004299,540,118,121,73,24,27,9,113,55
N00004300,175,20,61,36,17,11,0,19,11
N00004301,362,39,98,69,14,29,0,97,16
N00004302,430,50,165,88,13,26,6,56,26
N00004303,270,29,107,40,15,24,3,46,6
N00004304,308,33,115,43,24,39,1,41,12
N00004305,253,23,77,48,9,27,1,56,12
N00004306,390,45,101,67,7,22,5,102,41
N00004307,254,30,72,53,4,16,1,62,16
N00004308,262,35,94,33,12,16,7,46,19
N00004309,235,14,76,47,13,30,0,38,17
N00004310,243,28,70,40,12,32,2,42,17
N00004311,215,32,40,33,14,8,4,56,28
N00004312,304,29,98,61,13,19,7,67,10
N00004313,323,36,100,56,10,37,5,64,15
N00004314,616,80,183,88,41,47,14,126,37
N00004315,240,27,72,41,4,10,0,52,34
N00004316,285,46,104,40,11,7,7,61,9
N00004317,269,30,83,46,11,15,0,65,19
N00004318,256,30,83,33,15,25,6,38,26
N00004319,285,54,92,44,14,14,0,58,9
N00004320,362,50,100,42,7,27,4,106,26
N00004321,650,66,248,105,64,65,4,71,27
N00004322,324,29,120,54,22,17,5,66,11
N00004323,362,32,111,71,43,33,2,64,6
N00004324,247,44,61,50,16,24,1,38,13
N00004325,271,35,92,28,15,18,0,65,18
N00004326,287,37,85,44,19,17,13,59,13
N00004327,274,26,129,27,19,15,1,35,22
N00004328,290,38,87,72,36,11,10,24,12
N00004329,274,17,124,33,20,8,0,54,18
N00004330,290,21,93,46,11,24,0,79,16
N00004331,299,52,95,33,6,18,5,77,13
N00004332,331,39,90,60,6,25,2,80,29
N00004333,257,18,67,41,13,22,3,59,34
N00004334,231,10,62,45,11,14,2,50,37
N00004335,220,13,81,34,9,22,3,36,22
N00004336,318,29,76,41,4,28,7,96,37
N00004337,249,20,93,28,4,15,3,70,16
