house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00077599,151,21,13,73,25,2,13,4
E00077600,143,26,34,54,9,3,16,1
E00077601,118,7,36,26,33,5,7,4
E00077602,116,9,33,30,28,10,5,1
E00077603,178,38,29,54,37,7,7,6
E00077604,127,12,20,39,34,8,9,5
E00077605,125,31,6,52,24,2,8,2
E00077606,122,25,13,43,23,1,15,2
E00077607,156,7,17,68,47,8,6,3
E00077608,129,13,25,44,28,11,7,1
E00077609,120,15,13,53,25,2,10,2
E00077610,120,17,20,27,35,6,12,3
E00077611,130,24,10,49,31,2,7,7
E00077612,104,7,15,26,32,8,12,4
E00077613,133,8,25,32,43,14,6,5
E00077614,114,7,18,34,26,13,14,2
E00077615,120,21,18,34,29,6,11,1
E00077616,119,11,15,37,32,16,7,1
E00077617,129,7,29,24,41,15,7,6
E00077618,135,24,26,46,24,5,9,1
E00077619,123,15,28,42,18,7,10,3
E00077620,120,21,8,36,25,7,16,7
E00077621,142,15,31,43,36,8,8,1
E00077622,108,29,36,16,17,5,5,0
E00077623,197,15,32,48,58,20,16,8
E00077624,131,7,13,38,42,17,11,3
E00077625,127,11,28,42,28,7,10,1
E00077626,130,27,9,63,20,0,7,4
E00077627,116,21,10,53,19,4,5,4
E00077628,118,5,7,59,28,5,11,3
E00077629,121,10,33,31,30,12,4,1
E00077634,147,15,17,45,26,10,29,5
E00077638,129,19,22,28,20,9,24,7
E00077645,133,10,6,52,36,10,14,5
E00077647,197,11,66,47,26,19,26,2
E00077649,118,12,10,44,33,3,11,5
E00077650,113,10,6,38,28,5,25,1
E00077652,113,11,13,36,17,5,29,2
E00077653,110,5,8,37,36,3,14,7
E00077654,123,10,12,28,20,8,40,5
E00077655,145,8,16,44,28,8,37,4
E00077656,110,5,15,18,11,10,49,2
E00077659,127,21,9,39,27,9,18,4
E00077661,242,31,83,62,29,10,24,3
E00077662,108,8,14,17,32,17,14,6
E00077663,118,4,15,24,46,19,9,1
E00077664,127,9,19,41,40,6,11,1
E00077665,163,13,58,33,12,20,23,4
