house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00032397,132,13,28,32,21,23,12,3
E00032398,131,20,37,40,15,6,12,1
E00032399,108,15,9,33,18,21,8,4
E00032400,151,11,22,57,38,13,8,2
E00032401,164,8,12,68,55,11,8,2
E00032402,153,23,19,54,34,10,11,2
E00032403,113,21,11,58,13,2,7,1
E00032404,129,43,50,19,4,4,9,0
E00032405,105,13,15,39,27,6,4,1
E00032406,134,12,14,71,24,1,11,1
E00032407,130,23,10,62,22,4,7,2
E00032408,135,17,19,66,19,3,9,2
E00032409,119,33,16,44,11,4,9,2
E00032410,179,20,36,70,27,15,10,1
E00032411,132,7,16,69,33,4,2,1
E00032412,114,2,17,55,28,7,5,0
E00032413,187,6,23,73,68,7,10,0
E00032414,138,35,34,23,18,17,9,2
E00032415,125,7,18,62,31,2,4,1
E00032416,116,10,16,64,17,5,3,1
E00032417,112,8,11,60,23,1,6,3
E00032418,163,11,20,74,33,14,8,3
E00032419,106,11,15,38,28,8,6,0
E00032420,94,5,10,41,32,3,3,0
E00032421,137,10,22,55,32,8,7,3
E00032422,138,20,12,67,20,6,8,5
E00032423,123,18,12,66,18,3,3,3
E00032424,139,3,10,58,49,14,2,3
E00032426,133,10,16,63,28,3,11,2
E00032427,138,12,18,57,31,10,7,3
E00032428,129,13,18,60,22,5,3,8
E00032429,166,4,26,55,53,14,10,4
E00032430,122,53,24,24,10,5,5,1
E00032431,114,11,12,59,18,9,5,0
E00032432,91,21,12,22,18,11,7,0
E00032433,120,35,26,26,16,6,11,0
E00032434,121,9,29,39,30,3,11,0
E00032435,129,18,46,38,13,5,6,3
E00032436,138,10,30,45,25,13,10,5
E00032437,129,7,15,47,33,18,8,1
E00032438,119,31,48,16,5,5,13,1
E00032439,137,22,19,53,21,10,10,2
E00032440,150,11,34,49,27,18,9,2
E00032441,133,18,12,59,36,4,3,1
E00032442,143,20,23,44,24,11,18,3
E00032443,167,28,12,81,31,3,10,2
E00032444,124,3,17,54,33,4,9,4
E00032445,131,4,10,37,60,8,6,6
E00032446,127,8,9,57,34,6,11,2
E00032447,116,22,9,59,14,1,8,3
E00032448,125,6,19,43,33,15,5,4
E00032449,118,5,14,57,26,8,7,1
E00032450,113,3,11,42,45,6,4,2
E00032451,126,8,10,64,35,7,2,0
E00032452,151,14,13,65,36,8,11,4
E00032453,119,9,14,62,23,7,2,2
E00032454,115,13,7,57,22,6,7,3
E00032455,128,11,9,72,23,3,10,0
E00032456,147,6,12,65,50,6,4,4
E00032457,130,6,17,57,36,7,4,3
E00032458,131,12,11,68,25,4,10,1
E00032459,104,10,12,42,26,4,9,1
E00032460,136,6,11,71,33,7,5,3
E00032461,149,12,15,45,46,17,13,1
E00032462,113,6,8,65,21,2,8,3
E00032463,116,18,9,58,13,3,12,3
E00032464,124,13,14,37,23,22,7,8
E00032465,180,12,47,45,44,13,14,5
E00032466,114,23,20,39,16,6,10,0
E00032467,150,28,44,25,25,14,11,3
E00032468,134,11,30,24,29,21,11,8
E00032469,133,18,36,28,14,18,16,3
E00032470,123,26,28,36,13,8,8,4
E00032471,126,15,26,26,19,26,9,5
E00032472,134,11,28,42,23,15,13,2
E00032473,155,1,89,24,14,19,8,0
E00032474,115,9,20,54,19,7,5,1
