house..oa_id,house..proportion_of_oa_within_co_m_boundary,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
S00110770,0.99999999998696798,50,3,0,24,13,6,3,1
S00110771,0.999999999996255,40,8,1,19,10,0,1,1
S00110772,1.00000000000006,35,6,6,8,7,1,3,4
S00110773,1.00000000002921,40,8,14,7,3,7,0,1
S00110774,0.99999999999474298,56,13,9,19,8,3,0,4
S00110775,0.99999999999919298,48,7,4,13,13,3,3,5
S00110776,1.0000000000020799,41,4,2,15,7,6,1,6
S00110777,1.0000000000006399,50,7,5,11,8,6,1,12
S00110778,1.00000000000718,71,3,7,28,18,2,5,8
S00110779,0.99999999999903399,47,8,9,13,10,3,0,4
S00110780,1.0000000000037399,42,6,4,10,16,3,0,3
S00110781,1.00000000001638,60,7,5,16,14,10,0,8
S00110782,0.99999999997658295,40,2,4,15,7,5,1,6
S00110783,0.99999999999523304,43,3,0,14,12,3,3,8
S00110784,0.999999999994588,41,4,8,18,7,1,0,3
S00110785,0.99999999999243405,47,6,7,22,7,3,1,1
S00110786,1.0000000000167999,39,8,5,11,8,4,0,3
S00110787,1.0000000000043101,45,7,7,27,3,0,0,1
S00110788,0.99999999999497102,55,5,7,31,8,1,2,1
S00110789,1.00000000000031,55,3,6,27,17,0,0,2
S00110790,0.99999999999715405,51,2,14,12,10,5,1,7
S00110791,0.99999999999602196,64,8,17,15,14,7,1,2
S00110792,1.0000000000084801,44,9,8,14,4,3,1,5
S00110793,1.0000000000029401,53,4,12,16,12,5,0,4
S00110794,0.99999999999995604,69,8,12,29,12,5,0,3
S00110795,1.0000000034313801,51,4,9,13,11,8,2,4
S00110796,1.00000000000168,35,5,9,10,6,4,0,1
S00110797,1.00000000000413,44,7,6,16,10,2,1,2
S00110798,0.99999999999129596,59,5,12,23,7,8,0,4
S00110799,0.99999999999892197,48,6,25,7,3,5,0,2
S00110800,1.0000000000013101,51,2,13,22,6,7,1,0
S00110801,1.00000000004062,49,3,17,10,6,9,1,3
S00110802,0.99999999999973199,48,2,10,18,11,7,0,0
S00110803,1.0000000000115301,42,7,5,11,14,1,1,3
S00110804,1.0000000000025899,70,2,25,15,11,12,1,4
S00110805,0.99999999999776201,62,4,22,13,9,9,0,5
S00110806,0.99999999987875299,75,2,23,14,15,15,2,4
S00110807,0.99999999999978895,66,6,16,18,15,2,1,8
S00110808,1.00000000000006,46,4,6,22,6,6,2,0
S00110809,0.99999999989286303,52,12,4,20,5,7,0,4
S00110810,0.99999999976012699,60,5,14,32,6,1,1,1
S00110811,0.99999999998022404,44,19,4,12,4,1,1,3
S00110812,1.00000000003533,51,7,8,20,7,2,2,5
S00110813,0.99999999999994305,46,6,10,20,8,1,0,1
S00110814,1.0000000000035401,44,25,3,13,1,0,0,2
S00110815,0.99999999999856903,44,3,13,11,5,7,2,3
S00110816,1.0000000000045199,46,2,9,5,13,12,0,5
S00110817,1.00000000001085,40,8,2,24,6,0,0,0
S00110818,0.99999999999901301,36,1,7,11,12,2,0,3
S00110819,1.00000000000886,37,3,10,6,11,5,2,0
S00110820,1.00000000000142,49,6,7,23,5,4,2,2
S00110821,0.99999999999968003,46,2,11,16,4,5,2,6
S00110822,0.999999999998749,54,4,6,28,12,0,0,4
S00110823,1.00000000010589,57,3,11,15,10,14,1,3
S00110824,1.00000000000116,48,2,10,12,9,7,3,5
S00110825,0.999999999994587,61,4,14,28,3,6,2,4
S00110826,0.99999999997464295,56,3,26,10,3,8,1,5
S00110827,1.0000000000023099,39,5,8,15,3,7,0,1
S00110828,0.99999999999631395,56,2,12,18,10,6,0,8
S00110829,1.00000000000135,56,13,16,12,7,5,0,3
S00110830,0.99999999999987099,54,6,6,24,10,4,0,4
S00110831,0.99999999999969602,77,5,2,43,18,4,2,3
S00110832,0.99999999988172095,42,8,4,28,1,0,0,1
S00110833,0.99999999999809197,43,7,7,14,5,5,0,5
S00110834,0.99999999999773703,52,9,7,16,8,4,1,7
S00110835,0.99999964038137601,53,6,5,22,10,3,2,5
S00110836,0.99999999999690503,53,10,10,14,10,2,0,7
S00110837,0.99999999999686895,44,4,8,16,6,2,1,7
S00110838,0.99999999999924405,45,4,20,7,3,8,0,3
S00110839,1.00000000000001,82,10,12,29,12,14,1,4
S00110840,1.0000000000003899,65,6,13,19,13,5,2,7
S00110841,0.99999999999720801,73,15,21,15,4,14,2,2
S00110842,1.00000000001303,46,6,14,10,5,4,3,4
S00110843,0.99999999998059597,50,11,17,7,5,8,0,2
S00110844,1.00000000000559,60,7,20,23,4,3,1,2
S00110845,0.99999999999630496,55,9,11,19,8,5,0,3
S00110846,0.99999999999866196,50,6,15,15,6,4,2,2
S00110847,0.99999999999003997,46,6,11,15,10,2,0,2
S00110848,0.99999999995712696,49,8,7,19,7,5,0,3
S00110849,1.0000000000053,52,12,2,35,1,1,0,1
S00110850,1.00000000001087,62,10,22,18,5,2,1,4
S00110851,1.00000000000023,41,9,9,17,0,3,0,3
S00110852,0.99999999999765499,48,6,14,17,5,5,0,1
S00110853,1.00000000000165,44,6,15,8,6,4,3,2
S00110854,0.99999999999835698,51,6,24,10,5,5,0,1
S00110855,1.0000000000029901,45,5,12,12,10,4,0,2
S00110856,1.00000000000413,58,6,7,25,13,4,1,2
S00110857,0.99999999999534095,40,5,12,10,10,3,0,0
S00110858,1.00000000002139,39,8,1,14,14,1,0,1
S00110859,1.0000000000020199,61,16,10,15,12,3,1,4
S00110860,0.99999999999778899,57,6,22,10,7,7,1,4
S00110861,1.0000000000321001,68,12,7,28,17,1,1,2
S00110862,0.99999999977736598,50,7,4,18,13,4,1,3
S00110966,0.99999999999664002,72,15,8,30,8,4,1,6
S00110967,0.999999999996114,43,8,7,13,8,2,0,5
S00110968,1.0000000000017499,64,3,9,27,16,4,2,3
S00110969,1.0000000000018201,54,5,13,16,7,7,1,5
S00110970,1.0000000000009199,33,3,6,15,8,0,0,1
S00110971,0.99999999999969802,50,14,5,23,3,1,0,4
S00110972,1.0000000000050999,39,3,4,23,7,1,0,1
S00110973,0.99999999999682199,24,4,3,10,7,0,0,0
S00110974,0.99999999943491202,74,8,7,22,18,10,0,9
S00110975,1.0000000000007501,75,5,10,42,14,4,0,0
S00110976,0.999999999997221,46,7,4,17,10,4,0,4
S00110977,0.999999999995417,36,3,6,10,6,6,1,4
S00110978,0.99999999999783795,69,7,13,30,10,4,2,3
S00111296,0.99999999997719202,40,11,6,16,5,1,0,1
S00111297,1.0000000000070699,36,15,11,6,4,0,0,0
S00111298,0.99999999999532996,50,6,14,23,3,1,0,3
S00111300,1.0000000000101399,41,9,7,17,5,2,0,1
S00111304,1.0000000000021001,41,1,5,21,4,1,2,7
S00111305,1.000000000077,27,0,2,10,5,9,1,0
S00111308,0.99999999999877698,39,5,19,5,3,1,2,4
S00111309,0.99999999998917499,71,4,13,29,15,5,2,3
S00111330,0.83377174614430605,69,8,12,31,13,3,0,2
S00111335,6.4472177981204998E-2,70,5,18,25,16,2,1,3
S00111341,1.0000000000064899,48,3,1,30,9,3,1,1
S00111342,0.97349946324203096,24,4,0,7,10,1,1,1
S00111343,0.99999999999189004,54,0,8,16,22,5,1,2
S00111344,0.33066911311431202,39,2,7,18,8,1,1,2
S00111345,0.99999999999898603,26,4,2,15,4,0,0,1
S00111346,0.99999999999938005,68,1,6,33,20,5,2,1
S00111347,1.0000000000035301,48,0,7,11,27,3,0,0
S00111348,1.00000000000087,21,0,1,6,12,2,0,0
S00111350,0.99999999992775301,72,0,7,33,24,3,2,3
S00111351,1.00000000000282,33,1,4,14,10,0,2,2
S00111352,0.99999999999866496,50,0,3,21,20,3,1,2
S00111353,0.97707789621108199,22,4,2,11,4,0,1,0
S00111354,0.107689760048807,36,3,10,17,5,0,1,0
S00111359,1.00000000003394,43,6,5,20,9,1,1,1
S00111360,0.99999999996887401,34,3,11,13,5,1,0,1
S00111361,0.99999999998512801,61,10,13,22,11,1,2,2
S00111362,1.0000000000063101,32,2,6,12,9,2,1,0
S00111363,1.0000000000681599,49,9,13,14,9,0,1,3
S00111364,1.00000000000253,40,5,2,18,9,4,0,2
S00111365,0.99999999995356303,22,0,2,14,4,1,0,1
S00111366,1.0000000000025,42,3,17,4,6,9,0,3
S00111367,0.99999999999421896,35,2,5,18,4,1,2,3
S00111368,1.0000000000121601,26,0,5,14,4,1,0,2
S00111369,0.99999999991854904,49,5,6,29,4,2,2,1
S00111370,1.0000000000154701,49,16,4,14,6,5,1,3
S00111371,0.999999999997781,48,3,20,10,5,7,0,3
S00111372,1.0000000000009499,35,6,10,7,7,1,1,3
S00111373,1.00000000002834,47,4,5,25,6,1,2,4
S00111375,0.99999999993444999,50,7,4,23,5,9,0,2
S00111376,1.00000000006471,22,0,2,8,9,1,1,1
S00111377,1.0000000000007601,51,13,7,19,5,3,0,4
S00111378,0.99999999976225296,44,7,5,18,11,0,1,2
S00111404,1.00000000000166,29,0,9,9,6,3,0,2
S00111406,0.99999999999626799,49,0,3,34,7,1,1,3
S00111407,1.00000000000718,74,4,0,30,36,2,1,1
S00111408,0.99999999999992095,35,0,3,6,23,1,0,2
S00111409,0.99999999999998201,28,4,4,10,4,3,1,2
S00111410,1.0000000000006399,33,1,4,17,9,2,0,0
S00111411,1.00000000000085,30,1,3,14,10,0,1,1
S00111412,0.99999999999706202,62,1,2,37,16,1,2,3
S00111413,1.0000000000015401,27,1,4,17,4,0,1,0
S00111414,1.00000000000219,43,7,7,23,6,0,0,0
S00111415,1.0000000000231699,66,3,6,26,21,2,4,4
S00111416,1.0000000000026901,32,1,3,16,7,3,0,2
S00111417,1.0000000000039899,24,2,4,10,5,2,0,1
S00111418,0.99999999999234601,35,2,3,14,11,1,3,1
S00111419,1.0000000001766001,24,1,4,10,6,2,0,1
S00111420,0.99999999999933797,52,2,10,21,13,1,1,4
S00111421,0.99999999999868106,40,0,16,16,3,1,0,4
S00111422,0.99999999999171196,35,1,5,17,10,1,0,1
S00111423,1.0000000000018201,32,1,5,13,10,2,0,1
S00111424,1.0000000000134399,47,0,12,8,14,10,1,2
S00111425,0.99999999993061295,52,9,8,17,10,4,1,3
S00111426,0.99999999999129296,51,7,13,13,7,7,1,3
S00111427,0.999999999998888,51,9,18,11,8,4,0,1
S00111428,1.0000000000118601,44,2,20,13,4,3,1,1
S00111429,0.99999999998774303,52,6,24,12,3,6,0,1
S00111430,0.99999999999815403,74,15,14,29,13,2,0,1
S00111431,0.57168714900240802,40,3,6,22,7,1,1,0
S00111451,0.99999999998840305,39,5,10,7,4,6,0,7
S00111452,1.00000000000526,54,9,3,27,11,2,1,1
S00111471,0.99997754195614597,33,2,5,14,8,1,2,1
S00111497,1.0000000000071001,42,4,8,19,7,1,0,3
S00111558,1.0000000000006599,47,5,10,16,6,6,0,4
S00111559,1.0000000000042399,33,4,13,2,7,4,2,1
S00111616,0.96033154711523705,76,7,7,42,5,9,2,4
S00111617,0.99999999998284905,30,5,5,6,7,5,0,2
S00111618,0.12544385840335801,35,5,6,11,9,1,1,2
S00111619,0.55583266996680203,54,4,14,12,7,9,0,8
S00111620,1.00000000000473,27,6,4,6,6,4,0,1
S00111621,1.0000000000139599,54,6,6,18,11,9,1,3
S00111626,0.99999999999456402,27,1,6,7,7,4,1,1
S00111627,1.0000000000015401,53,7,10,14,8,8,0,6
S00111628,1.00000000000556,70,4,26,15,5,9,4,7
S00111629,1.00000000000161,53,4,18,20,6,2,0,3
S00111630,1.0000000000051199,30,1,5,13,6,1,0,4
S00111631,0.99999999999829003,37,6,9,11,6,3,1,1
S00111632,0.99999999999691103,51,12,6,17,4,6,2,4
S00111633,0.99999999998948197,36,5,1,21,6,0,0,3
S00111634,1.00000000002385,47,1,0,33,10,0,1,2
S00111635,1.00000000000083,32,5,15,6,2,2,0,2
S00111636,1.00000000000254,52,4,6,11,13,13,1,4
S00111706,7.9281667286687202E-2,49,6,7,26,6,1,0,3
S00111721,0.35270307707323501,37,4,5,18,9,1,0,0
S00111722,0.99999999999982703,41,3,4,14,12,5,1,2
S00111723,0.60832073791923402,42,6,5,24,2,4,0,1
S00111857,0.99999999999874201,35,5,5,13,10,1,0,1
S00111858,1.0000000000070399,42,11,5,11,7,7,0,1
S00111859,0.999999999991106,24,3,2,4,4,10,0,1
S00111860,1.0000000000020399,58,2,14,18,9,10,1,4
S00111861,1.00000000000172,50,4,12,13,10,7,1,3
S00111862,0.99999999999623002,47,5,17,13,2,5,0,5
S00111863,0.99999999999790401,41,10,14,6,2,6,0,3
S00111864,0.99999999999742095,48,29,10,2,1,5,0,1
S00111865,1.00000000000364,48,2,2,21,20,2,1,0
S00111866,1.00000000000087,88,4,5,32,41,4,2,0
S00111867,0.99999999999859102,30,5,3,11,9,0,0,2
S00111868,1.00000000002252,50,5,1,24,12,3,2,3
S00111869,1.0000000000009099,27,1,0,8,16,0,1,1
S00111870,1.0000000000023499,90,26,22,30,6,3,1,2
S00111871,1.0000000113146801,37,3,4,25,3,1,0,1
S00111872,0.99999992877492305,56,5,2,29,12,4,2,2
S00111932,0.99922485598176203,34,7,5,14,5,1,0,2
S00111933,1.00000000000422,64,6,18,22,10,5,0,3
S00111934,0.99999999999811595,35,4,0,25,3,0,1,2
S00111935,1.00000000002448,55,7,11,14,13,4,1,5
S00111936,0.999999999998056,48,7,3,27,8,0,1,2
S00111937,1.00000000002383,59,8,6,20,13,3,0,9
S00111938,0.85923192751856203,32,6,8,6,6,1,1,4
S00111939,1.0000000000024201,42,4,4,15,10,5,2,2
S00111940,1.0000000000012801,42,10,7,10,7,1,3,4
S00111941,1.0000000000021401,40,7,3,14,10,2,0,4
S00111942,1.00000000002472,81,28,10,22,11,3,1,6
S00111943,0.999999999998745,45,6,11,12,8,6,1,1
S00111944,1.0000000000086799,56,2,24,11,7,9,1,2
S00111945,1.00000000001051,59,3,10,21,10,13,1,1
S00111946,0.99999999999946099,47,3,8,15,9,6,3,3
S00111951,1.0000000000020599,42,5,8,9,4,7,3,6
S00111952,0.99999999995446598,37,8,5,13,4,5,0,2
S00111978,1.0000000000035001,54,3,19,13,9,3,1,6
S00111979,1.00000000000307,33,2,6,11,6,4,0,4
S00111980,1.00000000000219,46,3,4,11,14,8,1,5
S00111981,1.0000000000046201,59,13,10,18,11,5,0,2
S00111982,1.0000000000021501,64,4,10,19,13,11,1,6
S00111983,1.00000000002411,60,3,5,29,17,3,0,3
S00111984,0.99999999999988398,24,1,2,8,11,0,0,2
S00111985,1.00000000000245,65,8,11,22,11,9,3,1
S00111986,0.99999999999599498,34,3,9,11,5,4,1,1
S00111987,0.99999999999915701,54,7,11,20,11,0,1,4
S00111988,0.99829071876042397,70,0,3,29,31,2,2,3
S00111989,1.00000000043593,54,2,3,20,23,3,1,2
S00111990,0.99999999999485101,38,1,2,21,13,1,0,0
S00111991,1.0000000000015301,70,5,13,27,18,1,2,4
S00111992,0.99999999999175804,42,4,6,27,3,1,0,1
S00111993,0.99999999998322797,27,1,0,16,4,2,1,3
S00111994,0.99999999999801203,31,4,4,18,3,1,0,1
S00111995,0.99999999995264199,59,4,7,20,16,5,1,6
S00111996,1.00000000000948,53,3,20,12,2,7,3,6
S00111997,0.99999999999697298,59,1,21,14,13,8,0,2
S00111998,0.99999999999843703,49,6,13,14,2,9,1,4
S00111999,1.0000000000048099,74,55,8,10,0,0,0,1
S00112000,0.99999999999964195,30,5,5,11,5,0,1,3
S00112001,0.99999999998650202,74,10,30,16,6,6,3,3
S00112002,1.00000000000801,77,2,18,29,13,8,1,6
S00112003,1.00000000006307,43,2,2,21,16,1,1,0
S00112004,1.00000000001858,47,2,1,27,12,1,2,2
S00112005,1.00000000000117,40,1,1,24,9,1,2,2
S00112006,1.0000000000108999,37,3,17,1,3,10,0,3
S00112007,0.99999999994399102,46,6,1,30,7,0,1,1
S00112008,0.99999999999842204,58,12,7,23,8,3,0,5
S00112009,1.00000000000501,45,2,5,24,9,1,3,1
S00112010,0.99999999996901601,40,20,3,9,4,1,1,2
S00112011,0.99999999990481403,46,12,7,10,9,4,2,2
S00112012,0.99999999999914002,61,5,5,21,25,3,1,1
S00112013,0.99999999997313105,40,1,13,11,10,1,0,4
S00112014,0.99999999996938904,60,6,15,15,14,4,0,6
S00112015,0.99999999993934596,40,7,3,17,12,1,0,0
S00112042,1.00000000008642,36,7,2,14,10,3,0,0
S00112043,0.99999999998914102,56,2,6,26,21,0,1,0
S00112044,1.0000000000093201,36,8,6,13,6,1,0,2
S00112045,1.00000000000251,51,12,10,17,5,4,3,0
S00112119,0.99999999999979805,39,1,3,16,15,2,2,0
S00112120,1.0000000000121301,59,6,1,33,16,0,2,1
S00112126,0.99999999997813904,71,6,31,19,5,5,1,4
S00112127,1.0000000000264699,78,5,22,24,9,12,0,6
S00112128,0.99999999999585498,66,5,32,18,5,6,0,0
S00112129,1.00000000000307,70,9,23,16,8,6,1,7
S00112130,1.00000000024248,52,4,21,9,5,6,1,6
S00112131,1.0000000000023399,30,1,7,5,4,6,0,7
S00112132,0.99999999999508304,67,10,25,14,7,7,0,4
S00112133,1.0000000000000699,41,5,2,24,8,1,0,1
S00112134,1.0000000000010401,47,3,5,18,18,0,2,1
S00112135,0.99999999996258504,44,4,3,18,13,2,2,2
S00112136,1.0000000000201901,31,0,5,15,10,1,0,0
S00112137,1.00000000000057,71,4,5,36,18,3,1,4
S00112138,1.0000000000235501,57,0,3,25,26,0,1,2
S00126109,4.7310856418049899E-2,57,3,4,31,13,2,2,2
S00126111,3.0910808586097099E-2,43,6,2,20,10,2,1,2
S00126112,2.1192240650380698E-2,38,3,4,19,10,0,0,2
S00126118,0.33737472811267599,61,6,9,30,8,1,2,5
