ethn..oa_id,ethn..proportion_of_oa_within_co_m_boundary,ethn..total_persons,ethn..white,ethn..white_gypsy_or_irish_traveller,ethn..mixed_multiple_ethnic_group,ethn..asian_asian_british_indian,ethn..asian_asian_british_pakistani,ethn..asian_asian_british_bangladeshi,ethn..asian_asian_british_chinese,ethn..asian_asian_british_other_asian,ethn..black_african_caribbean_black_british,ethn..other_ethnic_group_any_other_ethnic_group,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00110599,0.99999999998972899,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00110600,0.99999999999608702,114,109,0,0,0,0,0,0,5,0,0,109,0,5,0,0
S00110601,0.99999999999995803,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00110602,1.0000000000462801,120,110,0,0,0,10,0,0,0,0,0,110,0,10,0,0
S00110603,1.00000000000025,146,146,0,0,0,0,0,0,0,0,0,146,0,0,0,0
S00110604,1.0000000000034599,118,115,0,0,0,2,1,0,0,0,0,115,0,3,0,0
S00110605,1.0000000000044,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00110606,0.99999999999603695,139,137,0,1,0,0,0,0,0,1,0,137,1,0,1,0
S00110607,0.99999999999925304,142,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0
S00110608,0.99999999999406197,121,116,0,0,1,0,0,0,0,4,0,116,4,1,0,0
S00110609,1.00000000002556,103,95,0,4,0,3,0,0,0,1,0,95,1,3,4,0
S00110610,0.999999999970276,151,138,0,0,0,8,0,3,0,0,2,138,0,11,0,2
S00110611,0.99999999999720401,158,147,0,2,4,4,0,1,0,0,0,147,0,9,2,0
S00110612,0.99999999999757105,133,133,0,0,0,0,0,0,0,0,0,133,0,0,0,0
S00110613,1.00000000000107,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00110614,1.0000000000003499,69,68,0,0,0,0,0,0,0,1,0,68,1,0,0,0
S00110615,1.00000000000366,101,97,0,3,0,0,0,0,0,1,0,97,1,0,3,0
S00110616,0.99999999999959599,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00110617,0.99999999999531697,106,103,0,0,0,3,0,0,0,0,0,103,0,3,0,0
S00110618,0.99999999999367695,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00110619,0.99999999999771905,155,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0
S00110620,0.99999999999867195,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00110621,1.00000000000862,127,126,0,0,1,0,0,0,0,0,0,126,0,1,0,0
S00110622,1.0000000000018401,85,84,0,0,0,0,0,0,0,1,0,84,1,0,0,0
S00110623,1.0000000000001901,74,73,0,0,0,0,0,0,1,0,0,73,0,1,0,0
S00110624,1.00000000028731,148,147,1,0,0,0,0,0,0,0,0,148,0,0,0,0
S00110625,0.99999999999827105,77,75,0,0,0,0,0,0,2,0,0,75,0,2,0,0
S00110626,0.99999999999886202,65,63,0,0,0,0,0,0,2,0,0,63,0,2,0,0
S00110627,0.99999999999963496,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00110628,0.99999999999737699,154,148,0,1,0,0,1,0,0,4,0,148,4,1,1,0
S00110629,1.00000000000195,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00110630,1.00000000000052,66,57,0,3,0,2,0,3,1,0,0,57,0,6,3,0
S00110631,1.0000000000047999,110,105,0,4,0,0,0,0,0,1,0,105,1,0,4,0
S00110632,0.99999999999904898,91,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0
S00110633,0.99999999999802403,124,122,0,0,0,0,0,0,0,2,0,122,2,0,0,0
S00110634,0.999999999999442,122,120,0,0,2,0,0,0,0,0,0,120,0,2,0,0
S00110635,1.00000000000329,95,88,2,0,0,0,0,1,0,4,0,90,4,1,0,0
S00110636,1.0000000000023099,72,71,0,0,0,0,0,0,0,1,0,71,1,0,0,0
S00110637,1.0000000000004201,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00110638,1.0000000000009399,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00110639,0.99999999999982803,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00110640,1.00000000000033,94,91,0,0,1,0,0,2,0,0,0,91,0,3,0,0
S00110641,1.00000000000111,121,120,1,0,0,0,0,0,0,0,0,121,0,0,0,0
S00110642,1.00000000000247,113,112,0,0,0,0,0,0,1,0,0,112,0,1,0,0
S00110643,1.00000000000634,79,72,0,0,0,7,0,0,0,0,0,72,0,7,0,0
S00110644,0.99999999997512301,149,142,0,0,0,1,0,6,0,0,0,142,0,7,0,0
S00110645,1.00000000000551,122,121,0,1,0,0,0,0,0,0,0,121,0,0,1,0
S00110646,0.99999999966624598,130,119,0,0,2,7,0,0,0,2,0,119,2,9,0,0
S00110647,1.0000000000079801,138,136,0,0,1,0,0,0,0,1,0,136,1,1,0,0
S00110648,0.999999999999446,75,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0
S00110649,1.00000000000413,111,110,0,0,0,0,0,0,0,1,0,110,1,0,0,0
S00110650,1.0000000000015801,92,89,0,0,0,3,0,0,0,0,0,89,0,3,0,0
S00110651,1.0000000000165199,120,119,0,0,0,0,0,1,0,0,0,119,0,1,0,0
S00110652,0.99999999999799705,83,81,0,1,0,0,0,0,0,1,0,81,1,0,1,0
S00110653,1.0000000000034499,83,82,0,0,0,0,0,0,1,0,0,82,0,1,0,0
S00110654,0.99999999999832501,173,169,0,0,0,0,0,0,4,0,0,169,0,4,0,0
S00110655,0.99999999997601696,146,141,0,2,1,0,2,0,0,0,0,141,0,3,2,0
S00110656,0.99999999994659805,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00110657,0.99999999999370004,123,121,2,0,0,0,0,0,0,0,0,123,0,0,0,0
S00110658,0.99999999999909095,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00110659,0.99999999999086397,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00110660,1.0000000000096601,135,132,0,0,0,0,0,3,0,0,0,132,0,3,0,0
S00110661,0.999999999997774,104,98,0,3,1,0,1,0,0,1,0,98,1,2,3,0
S00110662,0.99999999999454003,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00110663,1.0000001192371,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00110664,0.99999999999953204,110,106,0,0,0,4,0,0,0,0,0,106,0,4,0,0
S00110665,0.99999999999123601,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00110666,0.99999999995894695,102,98,0,1,0,3,0,0,0,0,0,98,0,3,1,0
S00110667,1.0000000000609299,125,124,0,1,0,0,0,0,0,0,0,124,0,0,1,0
S00110668,0.99999999999959299,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00110669,0.99999999999629596,163,160,0,0,0,2,0,0,1,0,0,160,0,3,0,0
S00110670,0.99999999999980504,195,194,0,0,0,0,0,1,0,0,0,194,0,1,0,0
S00110671,1.0000000000017799,99,96,0,1,1,1,0,0,0,0,0,96,0,2,1,0
S00110672,0.99999999999923594,102,100,0,0,1,0,0,0,1,0,0,100,0,2,0,0
S00110673,1.00000000000006,84,77,0,0,0,0,0,0,7,0,0,77,0,7,0,0
S00110674,0.99999999999951605,167,157,0,0,0,5,0,5,0,0,0,157,0,10,0,0
S00110675,1.0000000000021201,170,166,0,0,0,3,0,1,0,0,0,166,0,4,0,0
S00110676,1.0000000000071301,201,184,0,0,0,17,0,0,0,0,0,184,0,17,0,0
S00110677,1.0000000000007301,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00110678,1.0000000002104501,85,82,0,0,0,0,0,3,0,0,0,82,0,3,0,0
S00110679,0.99999999999632305,101,100,0,0,0,0,0,1,0,0,0,100,0,1,0,0
S00110680,0.99999999999884803,105,104,0,0,0,0,0,0,0,1,0,104,1,0,0,0
S00110681,1.0000000000454801,123,122,0,0,0,1,0,0,0,0,0,122,0,1,0,0
S00110682,1.00000000003058,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00110683,0.99999999999835598,152,144,0,1,1,0,0,0,1,4,1,144,4,2,1,1
S00110684,1.00000000000446,164,156,0,0,0,6,0,1,0,1,0,156,1,7,0,0
S00110685,1.0000000000009901,103,100,1,0,0,0,0,2,0,0,0,101,0,2,0,0
S00110686,1.0000000000012399,159,156,3,0,0,0,0,0,0,0,0,159,0,0,0,0
S00110687,1.0000000000018701,195,195,0,0,0,0,0,0,0,0,0,195,0,0,0,0
S00110688,0.99999999999757205,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00110689,0.99999999997948397,171,170,0,0,0,0,0,1,0,0,0,170,0,1,0,0
S00110690,0.99999999997600098,92,91,0,0,1,0,0,0,0,0,0,91,0,1,0,0
S00110691,0.99999999997835598,226,205,0,0,0,18,0,3,0,0,0,205,0,21,0,0
S00110692,1.0000000000488101,142,133,0,2,0,0,0,4,2,1,0,133,1,6,2,0
S00110693,0.999999999994169,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00110694,1.00000000000109,99,98,0,0,0,0,0,0,0,1,0,98,1,0,0,0
S00110695,0.99999999994056898,116,109,3,0,0,3,0,1,0,0,0,112,0,4,0,0
S00110696,1.0000000000007501,148,147,0,0,0,0,0,0,0,1,0,147,1,0,0,0
S00110697,0.99999999999906197,170,166,0,2,0,1,0,1,0,0,0,166,0,2,2,0
S00110698,0.99999999999658795,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00110699,0.99999999999919498,126,125,0,1,0,0,0,0,0,0,0,125,0,0,1,0
S00110700,0.99999999997979605,57,57,0,0,0,0,0,0,0,0,0,57,0,0,0,0
S00110701,1.00000000000056,99,97,0,0,2,0,0,0,0,0,0,97,0,2,0,0
S00110702,0.99999999999595801,55,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0
S00110703,0.99999999999166,132,130,0,0,1,1,0,0,0,0,0,130,0,2,0,0
S00110704,1.00000000000169,106,102,0,3,0,0,0,0,1,0,0,102,0,1,3,0
S00110705,0.99999999998678102,116,112,0,0,0,0,0,4,0,0,0,112,0,4,0,0
S00110706,0.99999999998820899,96,93,0,0,0,0,0,3,0,0,0,93,0,3,0,0
S00110707,1.0000000000006,141,141,0,0,0,0,0,0,0,0,0,141,0,0,0,0
S00110708,1.0000000000229201,148,148,0,0,0,0,0,0,0,0,0,148,0,0,0,0
S00110709,1.00000000001303,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00110710,1.00000000000393,127,126,0,0,1,0,0,0,0,0,0,126,0,1,0,0
S00110711,1.0000000000023299,103,96,0,1,4,0,0,0,0,1,1,96,1,4,1,1
S00110712,1.0000000000001901,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00110713,0.99999999999783795,130,125,0,0,0,0,0,0,0,5,0,125,5,0,0,0
S00110714,0.99999999999696398,64,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0
S00110715,1.0000000000015501,132,127,0,0,5,0,0,0,0,0,0,127,0,5,0,0
S00110716,0.99999999999867295,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00110717,1.00000000000138,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00110718,0.99999999999653499,162,162,0,0,0,0,0,0,0,0,0,162,0,0,0,0
S00110719,1.0000000000106499,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00110720,1.0000000000040401,100,96,0,0,0,0,0,2,2,0,0,96,0,4,0,0
S00110721,1.00000000000169,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00110722,1.0000000000078699,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00110723,0.99999999997177902,153,148,0,0,0,3,0,2,0,0,0,148,0,5,0,0
S00110724,1.00000000000081,128,120,0,0,8,0,0,0,0,0,0,120,0,8,0,0
S00110725,0.99999999999795097,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00110726,0.99999999999834999,115,114,0,0,0,0,0,0,0,1,0,114,1,0,0,0
S00110727,0.999999999998755,115,114,0,0,0,0,0,0,0,1,0,114,1,0,0,0
S00110728,1.0000000000039,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00110729,0.99999999999843403,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00110730,1.0000000001799401,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00110731,1.00000000012478,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00110732,1.00000000002556,139,137,0,0,0,0,0,0,2,0,0,137,0,2,0,0
S00110733,1.0000000000070499,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00110734,1.00000000003332,102,101,0,0,0,0,0,0,1,0,0,101,0,1,0,0
S00110735,0.99999999999855904,144,144,0,0,0,0,0,0,0,0,0,144,0,0,0,0
S00110736,0.99999999999951295,135,132,0,0,0,0,0,3,0,0,0,132,0,3,0,0
S00110737,1.0000000003234499,148,131,1,0,0,0,0,2,6,8,0,132,8,8,0,0
S00110738,0.99999999999259803,106,104,1,0,0,0,0,0,0,1,0,105,1,0,0,0
S00110739,0.99999999998047595,120,118,0,0,0,1,0,0,0,1,0,118,1,1,0,0
S00110740,0.99999999980288701,160,153,0,0,3,4,0,0,0,0,0,153,0,7,0,0
S00110741,1.0000000006166101,97,96,0,0,0,0,0,0,1,0,0,96,0,1,0,0
S00110742,0.99999999999018496,108,102,0,1,3,0,0,2,0,0,0,102,0,5,1,0
S00110743,1.0000000000104301,103,96,0,0,0,7,0,0,0,0,0,96,0,7,0,0
S00110744,1.0000000000168201,119,117,0,0,0,0,0,0,0,0,2,117,0,0,0,2
S00110745,0.99999999995407196,101,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0
S00110746,0.99999999995128597,84,78,0,0,0,6,0,0,0,0,0,78,0,6,0,0
S00110747,1.00000000000531,83,77,0,0,4,2,0,0,0,0,0,77,0,6,0,0
S00110748,1.0000000000003899,113,112,0,0,0,0,0,0,1,0,0,112,0,1,0,0
S00110749,0.99999999999819,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00110750,1.00000000002163,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00110751,1.0000000000005,217,209,0,0,2,0,0,5,0,0,1,209,0,7,0,1
S00110752,0.99999999998164901,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00110753,1.00000000000884,79,77,0,0,0,0,0,0,0,1,1,77,1,0,0,1
S00110754,1.00000000000219,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00110755,0.99999999992418898,80,76,0,1,0,0,0,3,0,0,0,76,0,3,1,0
S00110756,1.0000000000014,80,79,0,1,0,0,0,0,0,0,0,79,0,0,1,0
S00110757,1.0000000000175999,89,85,0,0,0,0,0,0,4,0,0,85,0,4,0,0
S00110758,0.99999999997796996,117,115,0,0,1,1,0,0,0,0,0,115,0,2,0,0
S00110759,1.0000000000033999,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00110760,0.99999999999765499,112,109,0,0,0,0,0,2,0,1,0,109,1,2,0,0
S00110761,0.99999999998726496,170,167,0,2,0,0,0,0,0,1,0,167,1,0,2,0
S00110762,0.99999999999896905,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00110763,0.99999999999868605,126,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0
S00110764,0.99999999999692901,151,149,0,0,0,0,2,0,0,0,0,149,0,2,0,0
S00110765,1.0000000000360101,126,125,0,0,0,0,0,1,0,0,0,125,0,1,0,0
S00110766,0.99999999996558797,206,203,0,2,0,0,0,1,0,0,0,203,0,1,2,0
S00110767,0.99999999999560396,173,146,0,3,0,19,0,3,2,0,0,146,0,24,3,0
S00110768,1.00000000004641,213,213,0,0,0,0,0,0,0,0,0,213,0,0,0,0
S00110769,1.0000000000035201,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00110770,0.99999999998696798,141,131,0,1,0,8,0,0,0,0,1,131,0,8,1,1
S00110771,0.999999999996255,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0
S00110772,1.00000000000006,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00110773,1.00000000002921,67,65,0,0,0,0,1,1,0,0,0,65,0,2,0,0
S00110774,0.99999999999474298,108,107,0,0,0,0,0,1,0,0,0,107,0,1,0,0
S00110775,0.99999999999919298,122,116,0,1,0,3,0,0,0,2,0,116,2,3,1,0
S00110776,1.0000000000020799,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00110777,1.0000000000006399,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00110778,1.00000000000718,191,185,0,0,0,4,0,2,0,0,0,185,0,6,0,0
S00110779,0.99999999999903399,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00110780,1.0000000000037399,113,109,0,0,4,0,0,0,0,0,0,109,0,4,0,0
S00110781,1.00000000001638,165,161,0,2,1,0,0,0,0,1,0,161,1,1,2,0
S00110782,0.99999999997658295,109,107,0,0,0,0,0,2,0,0,0,107,0,2,0,0
S00110783,0.99999999999523304,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00110784,0.999999999994588,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00110785,0.99999999999243405,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00110786,1.0000000000167999,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00110787,1.0000000000043101,83,82,0,1,0,0,0,0,0,0,0,82,0,0,1,0
S00110788,0.99999999999497102,127,121,0,2,0,0,0,1,0,3,0,121,3,1,2,0
S00110789,1.00000000000031,150,148,0,1,0,0,0,1,0,0,0,148,0,1,1,0
S00110790,0.99999999999715405,116,111,0,0,0,5,0,0,0,0,0,111,0,5,0,0
S00110791,0.99999999999602196,158,158,0,0,0,0,0,0,0,0,0,158,0,0,0,0
S00110792,1.0000000000084801,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00110793,1.0000000000029401,127,122,1,0,0,0,0,4,0,0,0,123,0,4,0,0
S00110794,0.99999999999995604,162,160,0,1,0,0,0,0,0,1,0,160,1,0,1,0
S00110795,1.0000000034313801,129,120,0,2,0,0,0,0,0,2,5,120,2,0,2,5
S00110796,1.00000000000168,76,69,0,0,0,0,0,0,0,7,0,69,7,0,0,0
S00110797,1.00000000000413,99,96,0,0,0,0,0,0,3,0,0,96,0,3,0,0
S00110798,0.99999999999129596,130,129,0,0,0,1,0,0,0,0,0,129,0,1,0,0
S00110799,0.99999999999892197,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00110800,1.0000000000013101,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00110801,1.00000000004062,104,100,0,0,0,4,0,0,0,0,0,100,0,4,0,0
S00110802,0.99999999999973199,113,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0
S00110803,1.0000000000115301,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00110804,1.0000000000025899,142,136,0,5,0,0,0,0,0,1,0,136,1,0,5,0
S00110805,0.99999999999776201,135,133,0,0,1,0,0,0,0,1,0,133,1,1,0,0
S00110806,0.99999999987875299,174,172,0,0,1,0,0,0,0,1,0,172,1,1,0,0
S00110807,0.99999999999978895,156,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0
S00110808,1.00000000000006,112,110,0,0,0,0,0,0,0,2,0,110,2,0,0,0
S00110809,0.99999999989286303,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00110810,0.99999999976012699,119,118,0,0,0,0,0,0,0,1,0,118,1,0,0,0
S00110811,0.99999999998022404,75,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0
S00110812,1.00000000003533,116,108,0,7,0,0,0,0,1,0,0,108,0,1,7,0
S00110813,0.99999999999994305,94,93,0,0,0,1,0,0,0,0,0,93,0,1,0,0
S00110814,1.0000000000035401,64,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0
S00110815,0.99999999999856903,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00110816,1.0000000000045199,133,132,0,0,0,0,0,0,0,1,0,132,1,0,0,0
S00110817,1.00000000001085,80,76,0,0,4,0,0,0,0,0,0,76,0,4,0,0
S00110818,0.99999999999901301,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00110819,1.00000000000886,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00110820,1.00000000000142,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00110821,0.99999999999968003,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00110822,0.999999999998749,136,126,0,0,0,5,0,4,1,0,0,126,0,10,0,0
S00110823,1.00000000010589,148,142,0,2,0,3,0,0,0,1,0,142,1,3,2,0
S00110824,1.00000000000116,118,112,0,0,0,5,0,1,0,0,0,112,0,6,0,0
S00110825,0.999999999994587,137,136,0,0,0,0,0,0,0,1,0,136,1,0,0,0
S00110826,0.99999999997464295,100,99,0,0,0,0,0,1,0,0,0,99,0,1,0,0
S00110827,1.0000000000023099,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00110828,0.99999999999631395,140,138,0,0,0,1,0,1,0,0,0,138,0,2,0,0
S00110829,1.00000000000135,98,96,0,0,0,0,0,2,0,0,0,96,0,2,0,0
S00110830,0.99999999999987099,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00110831,0.99999999999969602,235,234,0,0,0,0,0,1,0,0,0,234,0,1,0,0
S00110832,0.99999999988172095,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00110833,0.99999999999809197,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00110834,0.99999999999773703,110,108,0,0,0,1,0,0,0,1,0,108,1,1,0,0
S00110835,0.99999964038137601,122,121,0,0,0,1,0,0,0,0,0,121,0,1,0,0
S00110836,0.99999999999690503,107,103,0,0,0,0,0,4,0,0,0,103,0,4,0,0
S00110837,0.99999999999686895,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00110838,0.99999999999924405,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00110839,1.00000000000001,198,197,0,0,0,0,0,0,0,0,1,197,0,0,0,1
S00110840,1.0000000000003899,143,143,0,0,0,0,0,0,0,0,0,143,0,0,0,0
S00110841,0.99999999999720801,140,133,6,0,0,0,0,0,0,1,0,139,1,0,0,0
S00110842,1.00000000001303,97,79,0,0,4,11,0,0,0,2,1,79,2,15,0,1
S00110843,0.99999999998059597,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00110844,1.00000000000559,114,111,0,0,0,0,0,3,0,0,0,111,0,3,0,0
S00110845,0.99999999999630496,107,106,0,0,1,0,0,0,0,0,0,106,0,1,0,0
S00110846,0.99999999999866196,100,99,0,1,0,0,0,0,0,0,0,99,0,0,1,0
S00110847,0.99999999999003997,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00110848,0.99999999995712696,101,99,0,0,0,2,0,0,0,0,0,99,0,2,0,0
S00110849,1.0000000000053,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00110850,1.00000000001087,104,103,0,0,0,0,0,0,1,0,0,103,0,1,0,0
S00110851,1.00000000000023,67,67,0,0,0,0,0,0,0,0,0,67,0,0,0,0
S00110852,0.99999999999765499,88,86,0,0,0,0,0,1,1,0,0,86,0,2,0,0
S00110853,1.00000000000165,86,85,0,1,0,0,0,0,0,0,0,85,0,0,1,0
S00110854,0.99999999999835698,82,79,0,0,0,0,0,0,3,0,0,79,0,3,0,0
S00110855,1.0000000000029901,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00110856,1.00000000000413,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00110857,0.99999999999534095,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00110858,1.00000000002139,91,90,0,0,1,0,0,0,0,0,0,90,0,1,0,0
S00110859,1.0000000000020199,132,128,1,2,0,0,0,0,1,0,0,129,0,1,2,0
S00110860,0.99999999999778899,101,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0
S00110861,1.0000000000321001,160,160,0,0,0,0,0,0,0,0,0,160,0,0,0,0
S00110862,0.99999999977736598,126,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0
S00110966,0.99999999999664002,150,150,0,0,0,0,0,0,0,0,0,150,0,0,0,0
S00110967,0.999999999996114,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00110968,1.0000000000017499,156,154,0,0,0,0,1,0,0,1,0,154,1,1,0,0
S00110969,1.0000000000018201,116,112,0,0,0,0,0,1,3,0,0,112,0,4,0,0
S00110970,1.0000000000009199,76,75,0,1,0,0,0,0,0,0,0,75,0,0,1,0
S00110971,0.99999999999969802,91,90,0,0,0,0,0,0,0,0,1,90,0,0,0,1
S00110972,1.0000000000050999,86,80,0,3,1,0,0,0,0,1,1,80,1,1,3,1
S00110973,0.99999999999682199,60,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0
S00110974,0.99999999943491202,188,179,3,5,0,0,0,0,0,0,1,182,0,0,5,1
S00110975,1.0000000000007501,174,174,0,0,0,0,0,0,0,0,0,174,0,0,0,0
S00110976,0.999999999997221,105,103,0,0,2,0,0,0,0,0,0,103,0,2,0,0
S00110977,0.999999999995417,88,87,0,1,0,0,0,0,0,0,0,87,0,0,1,0
S00110978,0.99999999999783795,149,149,0,0,0,0,0,0,0,0,0,149,0,0,0,0
S00111296,0.99999999997719202,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00111297,1.0000000000070699,55,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0
S00111298,0.99999999999532996,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00111300,1.0000000000101399,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00111304,1.0000000000021001,107,103,0,0,0,0,0,0,0,4,0,103,4,0,0,0
S00111305,1.000000000077,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00111308,0.99999999999877698,108,100,0,0,4,0,0,2,1,0,1,100,0,7,0,1
S00111309,0.99999999998917499,172,171,0,0,0,0,0,0,1,0,0,171,0,1,0,0
S00111330,0.83377174614430605,177,171,0,0,0,4,0,0,0,0,2,171,0,4,0,2
S00111335,6.4472177981204998E-2,159,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0
S00111341,1.0000000000064899,125,123,0,0,0,2,0,0,0,0,0,123,0,2,0,0
S00111342,0.97349946324203096,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00111343,0.99999999999189004,153,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0
S00111344,0.33066911311431202,99,98,0,0,0,0,0,0,0,1,0,98,1,0,0,0
S00111345,0.99999999999898603,53,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0
S00111346,0.99999999999938005,181,181,0,0,0,0,0,0,0,0,0,181,0,0,0,0
S00111347,1.0000000000035301,151,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0
S00111348,1.00000000000087,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00111350,0.99999999992775301,189,184,0,0,0,5,0,0,0,0,0,184,0,5,0,0
S00111351,1.00000000000282,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00111352,0.99999999999866496,136,135,0,0,0,0,0,0,0,0,1,135,0,0,0,1
S00111353,0.97707789621108199,54,49,0,0,0,5,0,0,0,0,0,49,0,5,0,0
S00111354,0.107689760048807,84,79,0,0,0,5,0,0,0,0,0,79,0,5,0,0
