pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01007713,1595,715,880,59,116,129,182,151,373,323,262
E01007714,2662,1580,1082,145,217,166,624,540,615,245,110
E01007715,2359,1210,1149,249,311,213,527,378,441,199,41
E01007716,2058,1057,1001,131,190,203,407,329,460,219,119
E01007717,1827,910,917,77,130,125,306,249,528,297,115
E01007718,1514,825,689,122,137,94,275,269,403,166,48
E01007719,1241,595,646,71,130,89,189,143,292,222,105
E01007720,1499,732,767,86,119,74,177,165,437,251,190
E01007721,1529,729,800,91,168,107,251,175,404,225,108
E01007723,1402,691,711,80,153,118,221,178,370,183,99
E01007724,1393,701,692,79,102,90,152,141,408,293,128
E01007725,1208,580,628,60,82,76,141,109,361,198,181
E01007726,1546,726,820,85,180,143,189,217,356,255,121
E01007727,1454,726,728,82,117,58,215,150,387,303,142
E01007728,1105,543,562,52,68,59,150,107,288,229,152
E01007729,1542,774,768,61,85,66,250,212,407,317,144
E01007730,1335,673,662,76,80,93,205,172,369,221,119
E01007731,1164,586,578,46,64,52,124,123,343,271,141
E01007732,1327,698,629,53,63,57,176,174,383,224,197
E01007733,1315,648,667,66,94,87,195,133,377,196,167
E01007734,1769,815,954,116,171,130,245,227,455,288,137
E01007735,1463,725,738,122,219,117,214,185,364,176,66
E01007736,1624,807,817,143,192,132,252,248,396,183,78
E01007737,1754,854,900,118,239,204,257,299,397,178,62
E01007738,1497,719,778,126,196,146,224,210,348,173,74
E01007739,1573,747,826,91,180,129,203,209,384,253,124
E01007740,1488,698,790,85,151,97,200,201,350,273,131
E01007741,1444,705,739,43,64,71,160,136,367,403,200
E01007742,1450,717,733,79,134,92,191,154,377,266,157
E01007743,1230,641,589,52,81,73,143,143,312,297,129
E01007744,1546,806,740,82,91,72,239,209,465,245,143
E01007745,1618,775,843,119,179,118,232,189,421,224,136
E01007746,1418,706,712,92,119,109,190,193,364,256,95
E01007747,1289,645,644,59,131,105,179,168,332,214,101
E01007748,1414,662,752,42,71,89,123,133,380,328,248
E01007749,1785,879,906,66,167,138,202,205,498,309,200
E01007750,1435,697,738,59,114,94,135,157,386,293,197
E01007751,2238,1069,1169,168,233,169,338,298,590,324,118
E01007752,1421,665,756,63,91,85,132,130,448,290,182
E01007753,1505,716,789,58,108,128,131,108,460,317,195
E01007754,1300,667,633,65,75,95,179,132,462,224,68
E01007755,1295,629,666,52,94,95,136,148,328,332,110
E01007756,1402,678,724,77,105,82,132,183,379,298,146
E01007757,1608,816,792,66,111,103,188,172,448,355,165
E01007758,1443,702,741,83,151,99,186,238,320,237,129
E01007759,1379,656,723,68,119,89,221,150,349,273,110
E01007760,1707,828,879,142,194,123,296,279,382,209,82
E01007761,1608,784,824,101,130,105,263,180,405,263,161
E01007762,1417,661,756,69,88,80,169,136,382,254,239
E01007763,1575,769,806,103,193,113,201,220,349,248,148
E01007764,1784,843,941,196,226,149,310,218,381,221,83
E01007765,1476,710,766,122,127,77,247,254,366,208,75
E01007766,1506,753,753,89,198,152,196,206,389,163,113
E01007767,1637,871,766,94,129,102,285,217,411,266,133
E01007768,2244,1155,1089,165,271,227,433,361,439,237,111
E01007769,2364,1214,1150,208,302,268,485,412,490,127,72
E01007770,1758,866,892,114,185,176,287,246,423,239,88
E01007771,1298,645,653,62,81,75,162,137,378,249,154
E01007772,1417,708,709,93,133,127,207,201,371,213,72
E01007773,1484,669,815,127,146,109,205,213,355,209,120
E01007774,1431,708,723,113,152,90,213,235,336,227,65
E01007775,1402,644,758,122,168,136,187,219,312,180,78
E01007776,1557,774,783,72,162,108,226,204,414,244,127
E01007777,1953,930,1023,157,227,139,262,319,483,229,137
E01007778,1374,704,670,46,79,92,172,108,456,304,117
E01007779,1912,941,971,159,204,107,270,294,426,246,206
E01007780,1411,713,698,52,109,96,185,157,390,232,190
E01007781,1434,723,711,69,115,114,183,190,396,254,113
E01007782,1470,674,796,85,141,126,206,158,429,233,92
E01007783,1598,773,825,71,128,90,214,182,401,332,180
E01007784,1783,946,837,111,155,131,275,263,543,220,85
E01007785,1347,643,704,67,116,113,157,155,406,221,112
E01007786,1042,498,544,46,61,72,100,109,279,248,127
E01007787,3370,1623,1747,216,326,230,527,491,880,464,236
E01007788,1498,750,748,69,98,78,213,150,416,290,184
E01007789,1551,760,791,95,116,69,238,182,387,259,205
E01007790,1787,844,943,133,190,163,264,280,383,225,149
E01007791,1363,701,662,82,152,131,201,201,321,198,77
E01007792,1228,621,607,59,81,67,179,115,408,234,85
E01007793,1380,705,675,72,85,100,148,177,379,270,149
E01007794,1342,619,723,92,153,103,199,166,306,227,96
E01007795,1384,681,703,50,91,59,118,126,367,425,148
E01007796,1161,521,640,70,80,84,153,148,283,196,147
E01007797,1230,614,616,66,84,68,177,153,304,236,142
E01007798,1380,672,708,67,66,69,169,141,359,342,167
E01007799,1416,686,730,70,129,98,184,150,358,258,169
E01007800,1548,802,746,76,120,73,224,214,407,284,150
E01007801,1388,669,719,74,100,74,213,163,418,252,94
E01007802,1285,647,638,51,88,63,122,147,352,297,165
E01007803,1313,680,633,55,103,91,196,146,352,252,118
E01007804,1340,669,671,81,128,97,166,181,378,184,125
E01007805,1562,780,782,85,167,126,234,205,421,214,110
E01007806,1357,690,667,98,161,126,196,205,337,167,67
E01007807,1404,696,708,73,140,104,197,187,349,222,132
E01007808,1359,687,672,45,91,61,121,169,377,380,115
E01007809,1574,776,798,117,167,111,223,215,377,244,120
E01007810,2709,1295,1414,222,298,194,359,397,685,356,198
E01007811,1264,625,639,77,70,78,142,140,346,242,169
E01007812,1266,625,641,75,118,82,167,174,329,214,107
E01007813,1337,685,652,64,92,88,167,176,401,218,131
E01007814,996,483,513,16,68,59,84,62,288,270,149
E01007815,1630,810,820,132,155,116,237,204,419,257,110
E01007816,1576,781,795,79,158,122,187,179,464,239,148
E01007817,1431,665,766,74,129,109,144,159,381,290,145
E01007818,1603,762,841,65,138,116,183,164,441,313,183
E01007819,1489,784,705,64,103,105,169,197,381,314,156
E01007820,1820,893,927,140,172,125,298,300,454,233,98
E01007821,1611,776,835,70,123,102,206,204,385,274,247
E01007822,1813,823,990,76,211,165,216,243,413,339,150
E01007823,1678,819,859,82,141,94,214,206,439,291,211
E01007824,1301,620,681,77,97,85,112,138,383,247,162
E01007825,1449,691,758,62,108,101,112,118,405,340,203
E01007826,1378,664,714,75,105,97,149,114,463,239,136
E01007827,1661,811,850,124,128,75,151,246,442,321,174
E01007828,1724,793,931,97,147,115,253,256,507,230,119
E01007829,1465,721,744,69,113,77,258,285,379,204,80
E01007830,1382,660,722,71,60,83,133,134,405,300,196
E01007831,1539,755,784,80,98,127,233,211,442,203,145
E01007832,1541,766,775,95,99,79,208,257,432,261,110
E01007833,1493,707,786,57,84,80,136,120,408,342,266
E01007834,1606,766,840,72,94,118,154,153,460,290,265
E01007835,1410,639,771,65,79,99,177,139,363,235,253
E01007836,1610,784,826,68,101,89,225,221,417,276,213
E01007838,1493,750,743,74,128,86,227,178,429,243,128
E01007839,1596,796,800,85,95,106,273,176,511,222,128
E01007841,1495,709,786,67,86,90,221,150,486,234,161
E01007842,1530,740,790,95,117,99,212,178,453,231,145
E01007843,1674,803,871,103,168,127,209,222,435,247,163
E01007846,1424,668,756,71,93,81,202,156,375,259,187
E01007847,1227,616,611,71,99,63,169,167,337,173,148
E01007848,1840,896,944,126,197,143,256,274,455,257,132
E01007849,2271,1127,1144,170,263,199,371,343,552,223,150
E01007850,1441,685,756,63,107,82,227,168,397,243,154
E01007851,1384,701,683,99,162,154,248,177,319,156,69
E01007852,1499,751,748,87,115,82,229,239,423,220,104
E01007853,1790,878,912,114,123,79,307,244,464,243,216
E01007854,1691,751,940,127,200,158,283,242,443,182,56
E01007855,2295,1141,1154,231,309,199,396,366,481,227,86
E01007856,1222,560,662,80,145,103,177,181,309,153,74
E01007857,1663,764,899,115,177,122,236,256,385,257,115
E01007858,1542,768,774,67,105,109,184,182,514,215,166
E01007859,1928,1164,764,19,46,47,1266,198,201,104,47
E01007860,1700,967,733,54,71,51,843,192,243,163,83
E01007861,1599,786,813,60,123,135,146,122,512,340,161
E01007862,5124,2834,2290,54,99,141,3973,269,285,229,74
E01007863,1655,833,822,61,89,76,584,181,349,200,115
E01007864,2119,1099,1020,22,40,35,1720,118,86,63,35
E01007865,1740,885,855,75,144,146,186,200,534,298,157
E01007866,1593,814,779,51,75,58,807,178,244,122,58
E01007867,1903,906,997,9,72,55,1292,139,173,95,68
E01007868,1193,563,630,57,54,62,224,203,272,175,146
E01007869,1766,874,892,117,209,195,340,248,400,182,75
E01007870,1981,1069,912,147,150,160,398,261,518,229,118
E01007871,2003,1042,961,147,177,156,322,285,533,213,170
E01007872,1736,884,852,109,188,163,258,233,461,210,114
E01007873,2309,1166,1143,208,301,224,392,344,520,188,132
E01007874,2193,1043,1150,197,299,278,354,276,474,200,115
E01007875,2090,1111,979,176,316,217,407,324,408,144,98
E01007877,1512,759,753,148,217,198,221,254,304,119,51
E01007878,1775,1044,731,114,174,122,341,382,389,149,104
E01007879,1539,847,692,46,58,77,434,187,399,200,138
E01007881,1583,817,766,81,119,88,266,294,402,211,122
E01007882,1586,911,675,74,45,104,391,293,367,204,108
E01007883,1783,835,948,106,253,257,292,282,410,135,48
E01007885,1975,908,1067,148,241,153,323,326,543,180,61
E01007886,1616,700,916,153,207,163,220,228,377,170,98
E01007887,1373,658,715,55,103,105,176,168,392,256,118
E01007888,1269,610,659,66,95,69,139,140,390,287,83
E01007889,2631,1280,1351,120,241,211,322,318,843,397,179
E01007890,1312,633,679,39,91,93,139,134,352,277,187
E01007891,1494,725,769,44,85,97,164,94,388,346,276
E01007892,1512,703,809,102,141,122,203,159,363,264,158
E01007893,1431,696,735,45,74,76,148,156,380,334,218
E01007894,1340,655,685,57,96,84,191,158,391,241,122
E01007895,1361,656,705,62,66,85,158,125,393,271,201
E01007896,1157,570,587,27,80,56,138,97,314,323,122
