pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01024970,1317,659,658,59,119,94,114,145,372,295,119
E01024971,1286,667,619,53,110,71,118,134,346,293,161
E01024972,1128,570,558,43,94,54,92,143,306,306,90
E01024973,2174,1066,1108,101,127,145,200,190,670,475,266
E01024974,1596,808,788,53,126,136,159,119,510,360,133
E01024975,3018,2329,689,58,119,112,421,649,1067,441,151
E01024976,1740,851,889,66,141,128,185,207,505,304,204
E01024977,2680,1311,1369,130,167,214,289,317,880,505,178
E01024978,1309,627,682,46,123,93,147,138,432,248,82
E01024979,1370,676,694,57,76,102,142,115,434,319,125
E01024980,1448,693,755,56,138,85,144,170,407,302,146
E01024981,1379,673,706,38,74,53,106,79,316,385,328
E01024982,1416,668,748,34,64,65,80,71,365,315,422
E01024983,1559,765,794,74,156,128,123,122,560,275,121
E01024984,1454,707,747,39,68,66,121,101,415,360,284
E01024985,1353,629,724,77,79,100,121,133,360,292,191
E01024986,1640,850,790,34,51,49,159,138,426,412,371
E01024987,1402,720,682,73,79,88,211,192,459,229,71
E01024988,1586,814,772,45,77,74,125,121,389,357,398
E01024989,1523,758,765,49,159,116,173,131,459,292,144
E01024990,1347,656,691,26,47,61,122,134,410,341,206
E01024991,1114,538,576,24,31,30,91,63,271,273,331
E01024992,1499,689,810,34,51,78,71,66,341,458,400
E01024993,1533,734,799,65,99,94,122,125,436,410,182
E01024994,1583,725,858,26,91,87,126,84,423,421,325
E01024995,1315,619,696,27,65,83,97,86,378,357,222
E01024996,1226,619,607,41,66,69,138,92,328,279,213
E01024997,1456,669,787,32,77,79,162,113,398,338,257
E01024998,1820,873,947,78,204,154,209,199,429,371,176
E01024999,1480,682,798,75,99,117,161,180,392,340,116
E01025000,1244,615,629,38,68,57,119,91,327,368,176
E01025001,1959,927,1032,85,176,117,203,166,472,437,303
E01025002,1380,663,717,67,132,94,124,161,414,263,125
E01025003,1662,816,846,63,97,101,172,115,409,384,321
E01025004,1396,686,710,60,109,108,145,132,343,322,177
E01025005,1508,743,765,27,61,65,106,106,343,494,306
E01025006,1315,650,665,71,142,75,160,193,356,231,87
E01025007,1760,862,898,120,154,134,259,224,466,312,91
E01025008,1144,570,574,28,58,106,121,105,315,252,159
E01025009,1614,764,850,87,108,74,229,170,472,295,179
E01025010,1775,1089,686,51,85,88,253,327,541,258,172
E01025011,1557,783,774,74,134,99,224,237,405,245,139
E01025012,2570,1256,1314,127,283,180,329,350,738,408,155
E01025013,1802,848,954,127,143,134,270,234,507,272,115
E01025014,1723,847,876,69,153,107,177,163,520,398,136
E01025015,1442,695,747,63,97,94,138,177,383,324,166
E01025016,2508,1222,1286,60,154,194,192,157,742,648,361
E01025017,1416,636,780,45,79,71,101,112,341,387,280
E01025018,1223,577,646,24,83,88,95,76,310,296,251
E01025019,1798,862,936,122,111,130,125,187,466,430,227
E01025020,1478,698,780,80,135,106,144,180,412,274,147
E01025021,1463,712,751,51,91,104,126,150,427,330,184
E01025022,2143,1045,1098,76,191,176,252,221,702,374,151
E01025023,1256,584,672,46,54,66,103,100,349,360,178
E01025024,1883,895,988,87,151,80,172,185,416,441,351
E01025025,1642,784,858,90,149,182,179,230,448,278,86
E01025026,1484,739,745,52,112,82,116,130,369,400,223
E01025027,1615,807,808,76,172,97,184,262,451,282,91
