health..oa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
E00024397,282,95,93,72,18,4
E00024398,478,204,154,75,38,7
E00024399,316,94,121,76,18,7
E00024400,294,88,129,52,22,3
E00024401,579,271,226,58,17,7
E00024402,362,133,122,66,24,17
E00024403,228,57,69,72,27,3
E00024404,256,102,96,35,18,5
E00024405,417,180,156,55,21,5
E00024406,404,212,109,58,22,3
E00024407,440,157,167,60,41,15
E00024408,406,154,116,88,35,13
E00024409,459,234,114,65,38,8
E00024410,481,229,167,58,22,5
E00024411,457,217,134,76,28,2
E00024412,303,130,110,40,15,8
E00024413,282,109,90,51,24,8
E00024415,410,195,138,53,22,2
E00024416,153,19,43,54,33,4
E00024417,383,180,118,55,24,6
E00024418,323,156,99,45,17,6
E00024419,364,180,104,53,19,8
E00024420,242,106,72,42,12,10
E00024421,313,114,116,52,24,7
E00024422,451,192,161,61,26,11
E00024423,444,192,168,51,23,10
E00024424,280,121,98,37,17,7
E00024425,238,79,69,43,36,11
E00024426,260,118,80,37,14,11
E00024427,276,94,107,48,20,7
E00024428,344,153,125,49,14,3
E00024429,406,185,155,37,25,4
E00024430,273,92,78,64,27,12
E00024431,247,78,60,66,37,6
E00024432,160,26,50,49,26,9
E00024433,227,71,57,63,28,8
E00024434,364,146,127,56,25,10
E00024435,317,178,94,37,7,1
E00024436,345,120,116,69,32,8
E00024437,266,82,107,49,19,9
E00024438,275,61,94,74,37,9
E00024439,170,21,42,59,35,13
E00024440,257,84,94,48,25,6
E00024441,237,65,74,52,38,8
E00024442,278,125,98,41,11,3
E00024443,439,189,148,64,29,9
E00024444,243,83,90,49,16,5
E00024445,367,168,120,46,26,7
E00024446,363,165,99,51,38,10
E00024447,478,249,155,46,25,3
E00024448,312,103,132,47,23,7
E00024449,332,134,114,58,19,7
E00024450,452,241,133,53,19,6
E00024451,297,127,102,51,13,4
E00024452,341,147,134,42,14,4
E00024453,399,176,124,60,28,11
E00024454,357,212,107,24,11,3
E00024455,355,170,89,51,31,14
E00024456,463,199,189,54,20,1
E00024457,264,125,89,34,14,2
E00024458,238,68,83,57,22,8
E00024459,354,154,121,53,19,7
E00024460,276,110,100,42,23,1
E00024461,309,122,106,46,24,11
E00024462,313,142,109,43,14,5
E00024463,367,195,132,27,12,1
E00024464,231,117,75,35,4,0
E00024465,322,134,123,44,16,5
E00024466,270,117,92,40,16,5
E00024467,287,110,98,55,16,8
E00024468,301,132,120,33,14,2
E00024469,295,124,113,40,13,5
E00024470,372,164,137,54,14,3
E00024471,231,83,75,45,18,10
E00024472,299,138,105,42,12,2
E00024473,310,158,95,44,10,3
E00024474,267,107,95,50,10,5
E00024475,349,176,112,44,11,6
E00024476,324,173,99,36,14,2
E00024477,292,113,114,54,7,4
E00024478,401,171,141,71,17,1
E00024479,240,104,82,36,13,5
E00024480,255,110,92,37,14,2
E00024481,368,250,85,27,6,0
E00024482,305,165,94,34,9,3
E00024483,284,108,107,57,11,1
E00024484,424,217,131,56,19,1
E00024485,332,135,98,63,30,6
E00024486,219,87,86,24,21,1
E00024487,371,190,117,45,16,3
E00024488,297,174,81,30,9,3
E00024489,302,151,114,23,12,2
E00024490,257,93,83,66,13,2
E00024491,339,191,113,25,9,1
E00024492,299,132,95,53,16,3
E00024493,325,136,117,50,21,1
E00024494,274,124,104,34,10,2
E00024495,260,124,81,43,9,3
E00024496,224,82,86,42,13,1
E00024497,308,124,107,54,17,6
E00024498,338,162,124,40,9,3
E00024499,350,174,104,51,20,1
E00024500,322,156,117,31,13,5
E00024501,275,111,119,36,5,4
E00024502,354,160,135,40,15,4
E00024503,347,204,89,42,10,2
E00024504,405,126,136,92,40,11
E00024505,451,217,133,69,21,11
E00024506,330,127,122,53,19,9
E00024507,347,183,123,27,12,2
E00024508,229,83,74,50,18,4
E00024509,231,74,73,52,27,5
E00024510,317,164,107,30,14,2
E00024511,330,139,121,54,14,2
E00024512,322,131,114,53,20,4
E00024513,349,153,113,46,29,8
E00024514,284,95,117,34,32,6
E00024515,328,140,98,64,23,3
E00024516,435,209,155,35,29,7
E00024517,252,105,108,32,6,1
E00024518,332,155,126,39,10,2
E00024519,289,134,106,33,12,4
E00024520,346,163,112,49,19,3
E00024521,275,125,90,42,10,8
E00024522,290,142,99,35,11,3
E00024523,339,182,105,41,10,1
E00024524,255,127,99,26,1,2
E00024525,229,98,85,35,10,1
E00024526,314,164,94,40,13,3
E00024527,373,224,111,30,7,1
E00024528,341,215,96,21,9,0
E00024529,323,169,114,25,11,4
E00024530,329,157,99,52,16,5
E00024531,403,252,108,32,8,3
E00024532,262,124,84,49,5,0
E00024533,334,176,112,32,9,5
E00024535,468,272,139,47,7,3
E00024536,309,159,114,27,7,2
E00024537,387,199,104,51,25,8
E00024538,427,220,143,40,15,9
E00024539,221,60,83,46,24,8
E00024540,441,188,149,70,28,6
E00024541,564,297,169,66,25,7
E00024542,281,90,99,62,24,6
E00024543,258,94,92,43,26,3
E00024544,347,140,105,71,25,6
E00024545,279,92,88,62,28,9
E00024546,271,91,85,51,28,16
E00024547,263,88,64,66,36,9
E00024548,329,145,104,52,22,6
E00024549,466,211,171,64,17,3
E00024551,478,228,148,59,34,9
E00024552,391,175,143,48,16,9
E00024553,382,181,131,42,25,3
E00024554,446,223,131,56,32,4
E00024555,232,77,65,55,31,4
E00024556,367,191,97,53,19,7
E00024557,293,119,91,57,20,6
E00024558,326,149,80,65,23,9
E00024559,428,218,129,52,19,10
E00024560,391,219,105,42,17,8
E00024561,474,211,176,55,23,9
E00024562,362,142,132,53,30,5
E00024563,372,201,117,40,10,4
E00024564,581,266,208,64,32,11
E00024565,353,105,131,79,29,9
E00024566,406,189,107,60,41,9
E00024567,382,168,133,52,20,9
E00024568,469,256,143,48,17,5
E00024569,308,134,90,43,35,6
