house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00024540,155,12,41,27,39,11,17,8
E00024541,168,10,33,27,59,10,17,12
E00024542,191,5,127,19,17,4,16,3
E00024543,152,17,87,13,11,8,8,8
E00024544,136,19,26,36,28,10,10,7
E00024545,127,42,17,31,17,4,12,4
E00024546,130,28,37,21,16,8,14,6
E00024547,153,43,61,15,15,8,7,4
E00024548,124,17,24,24,32,9,12,6
E00024549,155,10,30,28,34,22,18,13
E00024551,137,8,15,28,45,14,14,13
E00024552,128,8,16,23,32,29,14,6
E00024553,122,11,18,27,34,7,16,9
E00024554,128,8,15,31,41,6,13,14
E00024555,123,32,38,17,13,14,8,1
E00024556,124,4,23,14,41,27,8,7
E00024557,136,16,49,18,16,9,17,11
E00024558,132,36,28,13,31,9,9,6
E00024559,124,1,30,17,41,8,21,6
E00024560,118,10,16,14,43,12,11,12
E00024561,128,3,11,37,41,4,20,12
E00024562,123,12,28,22,38,8,9,6
E00024563,108,5,11,19,49,4,11,9
E00024564,177,8,21,30,78,19,16,5
E00024565,175,22,60,29,23,21,16,4
E00024566,111,3,16,22,37,11,13,9
E00024567,133,1,25,29,34,26,12,6
E00024568,162,10,33,31,56,10,15,7
E00024569,125,20,23,22,25,19,11,5
E00024570,128,7,25,34,32,10,13,7
E00024571,139,4,31,29,33,18,16,8
E00024572,120,41,25,21,19,2,9,3
E00024573,166,11,33,16,55,30,14,7
E00024574,135,15,59,25,14,6,13,3
E00024575,104,9,11,29,30,4,10,11
E00024576,145,17,21,30,37,18,16,6
E00024577,139,14,36,29,37,13,7,3
E00024578,121,14,17,39,22,15,11,3
E00024579,129,12,26,29,22,18,15,7
E00024580,116,8,37,25,19,15,10,2
E00024581,132,17,51,20,14,24,5,1
E00024582,101,3,23,20,24,17,12,2
E00024583,131,11,35,28,21,12,20,4
E00024584,120,14,43,29,14,10,4,6
E00024585,192,9,71,40,32,20,16,4
E00024586,110,11,20,17,19,22,17,4
E00024587,110,38,7,31,13,7,10,4
E00024588,113,17,25,29,16,10,13,3
E00024589,139,9,31,48,27,10,7,7
E00024590,136,11,24,29,32,19,15,6
E00024591,111,10,15,42,21,11,9,3
E00024592,124,11,37,31,22,14,6,3
E00024593,129,26,39,23,14,22,5,0
E00024594,132,43,40,28,11,6,3,1
E00024595,132,9,38,33,26,11,11,4
E00024596,143,36,44,40,10,8,4,1
E00024597,154,27,27,50,22,17,11,0
E00024598,133,23,45,29,15,8,11,2
E00024599,152,43,33,33,18,11,9,5
E00024600,134,19,34,36,17,17,10,1
E00024601,200,19,54,51,46,14,12,4
E00024602,124,19,17,45,24,9,5,5
E00024603,175,56,48,23,21,15,10,2
E00024604,155,14,29,45,30,17,14,6
E00024605,119,5,12,19,37,30,13,3
E00024606,138,9,24,28,34,21,17,5
E00024607,128,19,29,52,12,7,6,3
E00024608,120,18,17,42,20,9,9,5
E00024609,102,29,13,18,19,14,4,5
E00024610,116,7,19,16,35,26,9,4
E00024611,137,19,29,32,26,14,11,6
E00024612,221,11,58,36,48,39,25,4
E00024613,136,28,50,23,16,10,8,1
E00024614,132,10,35,35,21,13,10,8
E00024615,127,24,32,31,14,15,9,2
E00024616,117,4,26,28,21,17,11,10
E00024617,133,12,32,26,28,21,12,2
E00024618,127,16,36,37,23,9,6,0
E00024619,130,10,43,12,21,25,11,8
E00024620,139,10,30,34,31,13,11,10
E00024621,155,11,45,35,31,18,9,6
E00024622,120,8,26,33,30,8,14,1
E00024623,161,11,61,32,29,16,9,3
E00024624,174,11,52,34,33,7,20,17
E00024625,167,13,53,32,28,22,13,6
E00024626,123,4,21,32,23,12,20,11
E00024627,137,12,34,44,28,4,13,2
E00024628,155,51,57,33,10,2,1,1
E00024629,164,13,88,14,13,12,20,4
E00024630,162,17,62,36,18,8,16,5
E00024631,118,15,34,24,13,11,17,4
E00024632,122,10,26,19,31,10,10,16
E00024633,168,8,25,34,39,22,27,13
E00024634,137,7,37,11,34,6,26,16
E00024635,114,15,13,52,19,3,10,2
E00024636,138,21,37,37,18,7,15,3
E00024637,112,29,26,27,13,6,8,3
E00024638,126,14,13,41,37,9,9,3
E00024639,128,13,48,27,24,8,6,2
E00024640,125,16,37,30,18,16,4,4
E00024641,112,10,36,34,13,8,10,1
E00024642,129,26,47,26,12,8,9,1
E00024643,108,12,14,37,27,11,6,1
E00024644,116,53,21,27,9,4,2,0
E00024645,142,13,19,34,43,16,9,8
E00024646,120,11,26,23,36,9,9,6
E00024647,125,14,31,33,23,10,12,2
E00024648,112,12,20,34,27,12,4,3
E00024649,116,20,24,22,23,10,13,4
E00024650,111,23,14,30,23,11,6,4
E00024651,137,9,46,28,19,18,10,7
E00024652,155,37,67,16,13,16,3,3
E00024653,122,7,35,17,28,17,11,7
E00024654,135,14,38,26,29,11,11,6
E00024655,143,12,34,23,36,21,13,4
E00024656,128,12,47,23,18,13,13,2
E00024657,133,41,39,23,8,13,6,3
E00024658,153,10,44,24,24,28,12,11
E00024659,137,12,44,19,26,18,16,2
E00024660,134,79,30,23,0,0,2,0
E00024661,128,19,29,25,27,15,8,5
E00024662,125,13,9,60,27,6,7,3
E00024663,131,13,23,39,29,14,11,2
E00024664,125,21,11,48,28,11,5,1
E00024665,159,19,19,32,34,32,17,6
E00024666,140,10,18,46,42,8,12,4
E00024667,112,13,9,47,30,3,6,4
E00024668,103,7,22,20,31,16,4,3
E00024669,137,7,23,18,48,21,11,9
E00024670,136,15,24,30,26,21,14,6
E00024671,162,32,31,25,27,22,18,7
E00024672,141,53,33,19,15,12,9,0
E00024673,125,2,36,26,42,10,7,2
E00024674,133,18,27,37,19,16,12,4
E00024675,129,32,45,23,14,4,6,5
E00024676,130,8,10,21,49,21,16,5
E00024677,132,25,7,59,32,5,3,1
E00024678,168,17,38,40,42,8,16,7
E00024679,118,19,19,16,29,25,7,3
E00024680,122,11,6,53,32,4,9,7
E00024681,136,24,13,45,30,10,8,6
E00024682,120,14,19,19,31,19,12,6
E00024683,125,14,16,44,33,11,6,1
E00024684,113,15,7,26,30,19,11,5
E00024685,126,11,20,45,25,8,12,5
E00024686,126,8,24,26,23,18,13,14
E00024687,131,14,15,27,36,18,13,8
E00024688,124,25,14,49,24,3,7,2
E00024689,119,13,20,50,17,11,7,1
E00024690,119,16,22,30,24,17,5,5
E00024691,121,11,20,32,28,16,13,1
E00024692,122,13,24,30,23,11,15,6
E00024693,138,21,12,35,24,21,19,6
E00024694,162,34,31,33,21,19,18,6
E00024695,137,15,25,31,31,21,6,8
E00024696,126,13,32,38,18,9,10,6
E00024697,90,6,15,26,29,7,5,2
E00024698,129,5,14,48,32,18,6,6
E00024699,173,8,46,51,36,21,6,5
E00024700,121,7,31,19,19,28,12,5
E00024701,133,11,18,35,30,21,13,5
E00024702,120,11,18,42,25,12,10,2
E00024703,128,4,14,38,50,6,9,7
E00024704,164,7,21,32,54,24,15,11
E00024705,111,23,9,48,22,1,7,1
E00024706,112,10,13,49,18,7,10,5
E00024707,140,17,25,43,25,12,13,5
E00024708,115,7,12,52,35,7,1,1
E00024709,151,15,24,69,28,5,8,2
E00024710,101,12,10,42,21,5,9,2
E00024711,136,13,31,34,39,9,8,2
E00024712,116,14,10,29,30,15,13,5
E00024713,99,5,48,14,12,10,7,3
E00024714,124,17,13,31,32,17,9,5
E00024715,116,19,8,35,25,13,13,3
E00024716,151,32,35,34,25,12,9,4
E00024717,139,16,64,17,15,16,11,0
E00024718,107,18,11,49,22,2,3,2
E00024719,111,21,12,36,20,3,16,3
E00024720,120,28,14,33,29,8,5,3
E00024721,72,3,3,31,27,2,2,4
E00024722,115,10,4,62,31,3,3,2
E00024723,121,21,8,47,30,4,8,3
E00024724,152,18,19,78,27,2,6,2
E00024725,102,6,6,45,31,7,6,1
E00024726,118,7,14,44,41,6,5,1
E00024727,119,14,15,35,33,12,6,4
E00024728,83,8,50,12,4,5,4,0
E00024729,122,13,18,40,29,11,8,3
E00024730,126,30,18,34,21,12,7,4
E00024731,129,18,24,33,22,20,11,1
E00024732,119,9,17,28,26,15,20,4
E00024733,122,8,11,55,33,8,6,1
E00024734,122,22,27,36,20,7,8,2
E00024735,114,19,24,34,18,10,9,0
E00024736,118,13,35,31,20,7,9,3
E00024737,120,68,19,21,3,3,6,0
E00024738,121,18,14,51,24,6,6,2
E00024739,120,13,29,33,23,11,9,2
E00024740,131,11,23,50,21,9,15,2
E00024741,202,19,46,91,32,4,9,1
E00024742,128,15,12,54,27,9,9,2
E00024743,134,55,29,21,6,10,13,0
E00024744,142,29,34,45,16,11,6,1
E00024745,126,6,15,28,54,5,16,2
E00024746,112,18,26,38,13,7,8,2
E00024747,108,18,17,41,20,5,5,2
E00024748,181,20,87,30,14,13,13,4
E00024749,106,16,11,52,16,2,7,2
E00024750,114,20,7,68,15,0,4,0
E00024751,117,5,11,56,36,5,1,3
E00024752,115,20,19,56,13,2,5,0
E00024753,126,18,15,40,24,13,13,3
E00024754,122,50,18,27,11,11,5,0
E00024755,119,15,20,43,27,6,5,3
E00024756,117,7,9,47,39,6,7,2
E00024757,126,6,24,43,41,5,4,3
E00024758,127,27,4,67,18,2,6,3
