health..oa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
E00053615,572,243,204,90,22,13
E00053616,394,179,126,58,22,9
E00053617,281,111,89,49,23,9
E00053618,401,148,168,60,20,5
E00053621,487,235,160,67,16,9
E00053622,501,233,147,69,37,15
E00053623,610,243,240,82,39,6
E00053624,521,242,190,64,22,3
E00053625,549,237,217,65,21,9
E00053626,517,218,210,55,26,8
E00053627,556,252,190,72,35,7
E00053629,463,172,164,65,39,23
E00053630,614,262,255,68,22,7
E00053631,594,289,187,79,28,11
E00053632,486,169,199,81,29,8
E00053633,267,105,87,44,22,9
E00053634,408,177,152,56,19,4
E00053635,567,253,221,57,26,10
E00053636,609,259,231,84,24,11
E00053637,427,170,159,58,27,13
E00053638,378,160,118,66,28,6
E00053639,321,119,111,55,26,10
E00053640,594,270,208,74,26,16
E00053641,407,191,140,50,20,6
E00053642,382,158,154,52,18,0
E00053643,452,199,190,50,13,0
E00053644,346,150,126,47,19,4
E00053645,410,189,153,55,10,3
E00053646,572,273,215,58,19,7
E00053647,304,137,121,34,10,2
E00053648,337,148,99,58,25,7
E00053649,331,169,82,62,13,5
E00053650,412,163,149,65,27,8
E00053651,254,103,94,46,7,4
E00053652,210,53,61,64,26,6
E00053653,282,134,94,43,9,2
E00053654,337,127,123,60,22,5
E00053655,229,102,78,34,13,2
E00053656,275,125,106,38,4,2
E00053657,401,180,134,66,16,5
E00053658,343,183,125,25,8,2
E00053659,223,92,84,38,8,1
E00053660,257,124,87,37,5,4
E00053661,290,117,114,43,13,3
E00053663,370,158,152,50,8,2
E00053664,428,158,191,63,12,4
E00053665,455,208,169,59,14,5
E00053666,293,120,82,53,27,11
E00053667,315,127,128,42,14,4
E00053668,355,170,116,48,19,2
E00053670,367,133,173,36,22,3
E00053671,246,61,77,62,38,8
E00053672,336,140,122,49,20,5
E00053673,343,164,117,46,10,6
E00053674,377,179,132,48,15,3
E00053675,371,166,110,60,29,6
E00053676,357,144,133,56,21,3
E00053677,411,134,111,102,58,6
E00053678,278,112,101,40,18,7
E00053679,327,121,130,56,15,5
E00053680,327,135,103,60,25,4
E00053681,379,142,139,63,24,11
E00053682,312,117,118,51,21,5
E00053683,346,169,114,44,12,7
E00053684,157,50,48,38,17,4
E00053685,279,109,120,35,12,3
E00053686,257,117,94,38,7,1
E00053687,245,94,85,53,9,4
E00053688,264,136,93,25,8,2
E00053689,253,134,87,26,5,1
E00053690,280,153,85,40,2,0
E00053691,250,118,88,37,7,0
E00053692,303,158,106,32,6,1
E00053693,276,135,101,32,6,2
E00053694,558,302,188,55,12,1
E00053695,306,181,93,28,3,1
E00053696,232,76,86,57,12,1
E00053697,263,126,87,34,10,6
E00053698,228,101,78,39,7,3
E00053699,272,118,104,42,7,1
E00053700,274,132,101,36,2,3
E00053701,254,103,79,51,19,2
E00053702,302,144,108,41,5,4
E00053703,196,72,56,42,20,6
E00053704,317,148,126,30,11,2
E00053705,229,90,77,36,22,4
E00053706,330,149,122,45,10,4
E00053707,312,138,118,50,4,2
E00053708,302,138,107,43,9,5
E00053709,299,152,111,29,4,3
E00053710,262,132,90,31,5,4
E00053711,268,114,121,23,6,4
E00053712,233,98,81,41,11,2
E00053713,310,164,104,32,7,3
E00053714,236,105,90,33,5,3
E00053715,325,155,119,42,6,3
E00053716,318,113,136,52,14,3
E00053717,342,134,110,50,33,15
E00053718,340,150,115,60,9,6
E00053719,285,110,106,54,9,6
E00053720,275,101,116,41,17,0
E00053721,325,145,115,53,8,4
E00053722,306,133,144,18,10,1
E00053723,282,111,116,36,14,5
E00053724,397,202,136,45,10,4
E00053725,291,145,104,35,5,2
E00053726,302,127,116,47,9,3
E00053727,356,125,130,73,22,6
E00053728,357,206,110,32,5,4
E00053729,320,151,114,39,15,1
E00053730,321,160,105,42,11,3
E00053731,304,121,105,20,21,37
E00053732,325,175,106,27,14,3
E00053733,336,120,134,55,21,6
E00053734,277,122,117,30,6,2
E00053735,213,82,80,38,11,2
E00053736,400,167,155,44,27,7
E00053737,269,126,102,29,12,0
E00053738,368,167,110,61,23,7
E00053739,312,173,93,38,6,2
E00053740,365,194,116,48,4,3
E00053741,208,118,66,16,6,2
E00053742,274,109,108,39,16,2
E00053743,317,151,111,44,9,2
E00053744,298,135,122,30,7,4
E00053745,315,141,123,41,6,4
E00053746,353,145,125,56,24,3
