house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00053383,133,21,36,35,26,7,5,3
E00053384,137,5,59,41,17,8,6,1
E00053385,111,24,32,22,25,3,4,1
E00053386,154,26,60,30,12,9,12,5
E00053387,131,15,12,58,33,2,7,4
E00053388,113,21,13,46,23,4,6,0
E00053389,162,47,31,38,34,4,4,4
E00053390,125,26,10,56,23,2,5,3
E00053391,126,33,9,60,17,0,7,0
E00053392,122,12,20,53,24,4,6,3
E00053393,118,16,14,46,26,3,10,3
E00053394,125,12,23,39,27,9,12,3
E00053395,118,10,9,60,33,1,4,1
E00053396,145,12,26,58,30,7,9,3
E00053397,111,25,38,21,15,7,3,2
E00053398,139,30,35,40,16,5,13,0
E00053399,132,21,14,60,20,4,9,4
E00053400,117,13,15,48,23,10,7,1
E00053401,144,20,20,65,33,3,3,0
E00053402,129,12,26,49,23,12,3,4
E00053403,132,12,22,46,43,1,6,2
E00053404,118,12,2,50,41,6,4,3
E00053405,132,16,11,58,36,8,1,2
E00053406,122,20,39,29,12,11,9,2
E00053407,139,5,4,68,50,3,4,5
E00053408,147,28,2,83,24,5,4,1
E00053409,138,23,24,49,26,6,4,6
E00053410,129,17,13,51,28,7,12,1
E00053411,180,9,96,45,7,8,15,0
E00053412,131,19,34,32,17,7,22,0
E00053414,191,10,47,44,63,11,11,5
E00053415,156,17,36,62,16,8,13,4
E00053416,138,10,31,38,25,13,16,5
E00053417,135,8,41,30,26,13,14,3
E00053418,180,23,21,73,41,8,9,5
E00053419,123,53,20,43,5,2,0,0
E00053420,109,11,20,42,21,6,4,5
E00053421,99,12,18,31,15,14,7,2
E00053422,97,15,25,21,17,9,6,4
E00053424,128,29,50,14,13,16,5,1
E00053425,158,7,31,40,46,19,9,6
E00053426,124,15,34,21,25,16,11,2
E00053427,165,18,39,58,28,8,13,1
E00053428,106,18,18,25,19,15,11,0
E00053429,153,14,72,18,20,21,6,2
E00053430,114,63,24,20,1,3,3,0
E00053431,136,19,17,49,32,8,9,2
E00053432,125,13,34,40,20,10,7,1
E00053433,123,14,32,32,23,11,8,3
E00053434,132,11,14,36,41,15,13,2
E00053435,168,38,38,45,26,9,12,0
E00053436,120,13,23,45,18,13,4,4
E00053437,144,22,25,61,22,8,4,2
E00053438,131,13,35,46,20,9,7,1
E00053439,139,19,14,71,25,5,4,1
E00053440,118,25,35,40,9,7,2,0
E00053441,133,13,17,43,39,13,7,1
E00053442,130,5,8,57,50,4,6,0
E00053443,134,2,10,75,37,6,1,3
E00053444,131,20,14,63,27,1,4,2
E00053445,117,16,13,54,25,0,7,2
E00053447,128,18,17,59,25,2,3,4
E00053448,125,12,8,65,29,3,5,3
E00053449,127,16,15,52,33,5,5,1
E00053450,124,38,11,42,20,4,7,2
E00053451,130,16,18,51,26,4,13,2
E00053452,139,32,8,62,26,4,6,1
E00053453,133,9,40,37,19,7,15,6
E00053454,146,15,17,64,32,9,7,2
E00053455,161,12,33,40,40,18,12,6
E00053456,159,22,18,72,28,9,7,3
E00053457,138,18,23,58,21,6,10,2
E00053458,139,16,24,61,26,4,5,3
E00053459,145,10,14,47,55,13,4,2
E00053460,157,34,26,48,26,17,5,1
E00053461,233,16,45,86,55,11,14,6
E00053462,131,24,22,55,15,4,8,3
E00053463,105,11,10,51,18,3,10,2
E00053464,127,15,15,67,22,2,5,1
E00053465,130,8,8,68,32,4,6,4
E00053466,124,16,14,54,31,4,3,2
E00053467,122,19,13,46,29,4,10,1
E00053468,130,24,18,36,23,9,15,5
E00053469,155,15,27,49,35,9,17,3
E00053470,133,10,22,48,24,12,14,3
E00053471,122,7,14,50,39,4,6,2
E00053472,132,10,13,50,36,7,8,8
E00053473,124,17,14,59,24,4,6,0
E00053474,160,68,31,29,16,10,6,0
E00053475,121,8,4,68,31,3,5,2
E00053476,143,20,26,43,28,12,8,6
E00053477,114,17,21,53,15,3,4,1
E00053478,197,24,67,59,26,11,8,2
E00053479,131,10,27,46,25,10,11,2
E00053480,145,27,35,39,24,6,11,3
E00053481,123,20,17,50,20,5,6,5
E00053482,127,16,15,53,31,7,4,1
E00053483,128,13,27,44,31,7,5,1
E00053484,137,22,10,36,33,23,9,4
E00053485,143,29,25,40,19,12,11,7
E00053486,175,10,31,67,49,9,6,3
E00053487,154,20,44,48,26,7,5,4
E00053488,129,19,17,57,26,2,6,2
E00053489,147,15,25,59,31,6,10,1
E00053490,127,35,26,38,12,13,0,3
E00053491,136,21,11,67,24,5,6,2
E00053492,151,16,31,35,42,18,7,2
E00053493,135,15,12,70,29,3,5,1
