house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00004866,125,16,31,22,23,9,18,6
E00004867,110,11,31,24,19,15,7,3
E00004868,89,9,13,27,24,6,9,1
E00004869,102,7,17,31,21,11,9,6
E00004870,97,9,16,33,19,10,6,4
E00004871,127,11,29,25,28,12,16,6
E00004872,115,13,30,26,22,9,8,7
E00004873,131,10,22,32,30,15,12,10
E00004874,147,12,43,27,25,23,11,6
E00004875,94,6,9,36,25,9,7,2
E00004876,122,7,41,27,26,3,15,3
E00004877,111,6,22,25,19,20,15,4
E00004878,134,11,29,39,29,8,12,6
E00004879,109,6,35,25,14,8,15,6
E00004880,116,8,39,35,10,10,11,3
E00004881,89,36,20,15,4,4,8,2
E00004882,120,8,13,39,30,10,14,6
E00004883,113,5,19,25,32,4,19,9
E00004884,188,15,40,44,37,17,28,7
E00004885,148,9,51,19,20,19,25,5
E00004886,124,10,54,22,19,4,12,3
E00004887,134,19,60,23,12,8,9,3
E00004888,81,5,16,19,10,12,15,4
E00004889,143,6,38,36,15,20,26,2
E00004890,110,7,50,17,11,7,16,2
E00004891,112,11,32,20,16,21,7,5
E00004892,141,6,39,25,17,18,26,10
E00004893,127,37,46,8,7,13,14,2
E00004894,112,5,23,26,19,18,17,4
E00004895,132,11,60,21,13,10,15,2
E00004896,123,14,24,35,20,6,23,1
E00004897,151,19,55,26,26,9,16,0
E00004898,120,9,30,28,22,8,17,6
E00004899,139,30,47,22,15,6,17,2
E00004900,150,16,49,34,24,11,15,1
E00004901,163,9,80,23,25,4,20,2
E00004902,133,8,32,34,19,16,19,5
E00004903,66,7,27,4,7,5,14,2
E00004904,131,17,38,29,21,7,15,4
E00004905,130,5,32,35,17,12,25,4
E00004906,135,4,62,33,22,3,9,2
E00004907,168,4,76,38,13,10,25,2
E00004908,124,9,21,39,19,4,23,9
E00004909,178,16,59,39,26,13,16,9
E00004910,113,17,20,26,17,8,17,8
E00004911,125,6,36,42,21,5,11,4
E00004912,159,11,50,33,26,8,30,1
E00004913,73,2,9,7,15,20,13,7
E00004914,127,14,4,57,32,5,11,4
E00004916,138,8,32,24,22,22,24,6
E00004917,138,13,20,26,23,33,17,6
E00004918,128,13,15,24,16,27,18,15
E00004920,128,16,64,6,7,19,8,8
E00004921,124,12,9,28,36,19,11,9
E00004922,136,6,30,28,24,18,24,6
E00004923,115,10,6,49,31,5,10,4
E00004924,100,10,11,13,29,17,15,5
E00004925,145,21,14,72,22,5,10,1
E00004926,116,14,9,33,41,9,7,3
E00004927,118,16,7,47,21,6,14,7
E00004928,133,10,15,50,37,4,13,4
E00004929,98,11,12,27,20,16,8,4
E00004930,129,17,17,43,24,11,13,4
E00004931,133,12,19,47,30,6,13,6
E00004932,126,22,7,41,23,9,19,5
E00004933,140,6,31,21,32,24,20,6
E00004934,133,11,17,45,33,2,22,3
E00004935,127,9,7,50,32,4,16,9
E00004936,180,9,35,39,41,27,21,8
E00004937,144,11,17,51,25,13,15,12
E00004938,150,42,19,40,20,6,15,8
E00004939,114,13,11,39,26,3,15,7
E00004940,117,10,10,49,23,5,15,5
E00004941,121,13,6,52,39,3,6,2
E00004942,118,8,24,41,26,5,11,3
E00004943,115,11,14,51,19,1,14,5
E00004944,147,8,30,15,27,43,17,7
E00004945,115,9,5,20,27,26,17,11
E00004946,112,10,12,23,20,22,18,7
E00004947,125,18,11,45,21,9,17,4
E00004948,129,11,16,45,33,10,12,2
E00004949,110,9,9,36,38,8,5,5
E00004950,134,38,26,14,20,15,15,6
E00004951,126,14,14,29,41,9,15,4
E00004952,138,20,10,34,33,18,11,12
E00004953,145,17,20,24,18,41,24,1
E00004954,138,18,20,49,27,9,12,3
E00004955,146,31,13,57,22,3,11,9
E00004956,107,7,17,33,14,13,17,6
E00004957,128,3,51,17,18,19,15,5
E00004958,104,6,11,26,14,10,22,15
E00004959,140,11,28,30,23,20,19,9
E00004960,132,10,26,23,24,17,21,11
E00004961,90,5,8,16,22,14,12,13
E00004962,94,5,8,20,24,17,11,9
E00004963,104,6,21,26,23,6,12,10
E00004964,123,12,14,29,31,14,17,6
E00004965,86,9,15,17,21,8,11,5
E00004966,124,28,24,15,19,12,15,11
E00004967,105,15,26,21,15,14,6,8
E00004968,144,13,31,21,26,19,21,13
E00004969,100,20,18,14,17,12,13,6
E00004970,90,5,15,18,23,19,7,3
E00004971,164,12,42,26,29,29,18,8
E00004973,121,10,20,19,25,17,19,11
E00004974,117,6,15,12,33,23,17,11
E00004975,116,1,22,23,13,15,33,9
E00004976,109,4,10,40,28,8,12,7
E00004977,138,6,43,15,17,31,18,8
E00004978,113,19,22,13,25,19,7,8
E00004979,126,14,23,25,19,9,22,14
E00004980,126,10,18,36,26,19,12,5
