ethn..sa_id,ethn..total_persons,ethn..ethnic_group_e_s_w_white_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00093427,149,148,1,0,0,0,0,0,0,0,0,149,0,0,0,0
S00093428,124,123,0,0,0,0,0,0,1,0,0,123,0,1,0,0
S00093429,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00093430,154,150,0,0,0,0,0,0,4,0,0,150,0,4,0,0
S00093434,110,106,0,0,0,4,0,0,0,0,0,106,0,4,0,0
S00093435,100,92,0,0,1,0,0,0,0,5,2,92,5,1,0,2
S00093436,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00093437,53,50,3,0,0,0,0,0,0,0,0,53,0,0,0,0
S00093438,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00093439,129,128,1,0,0,0,0,0,0,0,0,129,0,0,0,0
S00093440,124,124,0,0,0,0,0,0,0,0,0,124,0,0,0,0
S00093441,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00093442,100,98,0,0,0,0,2,0,0,0,0,98,0,2,0,0
S00093443,134,133,1,0,0,0,0,0,0,0,0,134,0,0,0,0
S00093444,85,84,1,0,0,0,0,0,0,0,0,85,0,0,0,0
S00093445,146,144,0,0,0,0,0,0,0,2,0,144,2,0,0,0
S00093446,71,70,0,0,0,0,0,1,0,0,0,70,0,1,0,0
S00093447,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00093448,65,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0
S00093449,184,179,0,1,0,4,0,0,0,0,0,179,0,4,1,0
S00093450,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00093451,162,162,0,0,0,0,0,0,0,0,0,162,0,0,0,0
S00093452,178,174,1,0,3,0,0,0,0,0,0,175,0,3,0,0
S00093453,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00093454,138,133,0,0,0,5,0,0,0,0,0,133,0,5,0,0
S00093455,165,164,1,0,0,0,0,0,0,0,0,165,0,0,0,0
S00093456,107,105,0,0,0,2,0,0,0,0,0,105,0,2,0,0
S00093457,63,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0
S00093458,158,157,0,0,0,0,0,0,0,0,1,157,0,0,0,1
S00093459,154,152,2,0,0,0,0,0,0,0,0,154,0,0,0,0
S00093460,150,149,1,0,0,0,0,0,0,0,0,150,0,0,0,0
S00093461,126,125,1,0,0,0,0,0,0,0,0,126,0,0,0,0
S00093462,104,103,0,1,0,0,0,0,0,0,0,103,0,0,1,0
S00093463,113,112,0,0,0,1,0,0,0,0,0,112,0,1,0,0
S00093464,65,63,1,1,0,0,0,0,0,0,0,64,0,0,1,0
S00093465,97,96,0,1,0,0,0,0,0,0,0,96,0,0,1,0
S00093466,154,152,0,0,0,0,0,0,0,1,1,152,1,0,0,1
S00093467,120,116,0,1,0,0,1,2,0,0,0,116,0,3,1,0
S00093468,81,81,0,0,0,0,0,0,0,0,0,81,0,0,0,0
S00093469,125,124,1,0,0,0,0,0,0,0,0,125,0,0,0,0
S00093470,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00093471,198,198,0,0,0,0,0,0,0,0,0,198,0,0,0,0
S00093472,75,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0
S00093473,95,93,0,0,1,0,0,0,0,1,0,93,1,1,0,0
S00093474,190,187,0,1,1,0,0,0,0,1,0,187,1,1,1,0
S00093475,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00093476,105,103,0,0,0,0,0,0,2,0,0,103,0,2,0,0
S00093477,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00093478,67,67,0,0,0,0,0,0,0,0,0,67,0,0,0,0
S00093479,57,54,0,0,0,0,0,3,0,0,0,54,0,3,0,0
S00093480,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00093481,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00093482,67,66,0,1,0,0,0,0,0,0,0,66,0,0,1,0
S00093483,138,136,0,1,0,0,0,0,0,1,0,136,1,0,1,0
S00093484,105,101,0,2,0,0,0,2,0,0,0,101,0,2,2,0
S00093485,104,103,0,1,0,0,0,0,0,0,0,103,0,0,1,0
S00093486,95,94,0,0,0,0,0,0,1,0,0,94,0,1,0,0
S00093487,75,72,0,0,0,3,0,0,0,0,0,72,0,3,0,0
S00093488,98,97,0,0,0,1,0,0,0,0,0,97,0,1,0,0
S00093489,136,134,2,0,0,0,0,0,0,0,0,136,0,0,0,0
S00093490,117,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0
S00093491,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00093492,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00093493,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00093494,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00093495,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00093496,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0
S00093497,105,95,0,0,0,0,0,0,0,6,4,95,6,0,0,4
S00093498,121,120,0,1,0,0,0,0,0,0,0,120,0,0,1,0
S00093499,158,155,1,1,0,0,0,0,1,0,0,156,0,1,1,0
S00093500,164,164,0,0,0,0,0,0,0,0,0,164,0,0,0,0
S00093501,91,90,0,0,0,1,0,0,0,0,0,90,0,1,0,0
S00093502,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00093503,168,168,0,0,0,0,0,0,0,0,0,168,0,0,0,0
S00093504,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00093505,121,117,0,0,0,0,0,4,0,0,0,117,0,4,0,0
S00093506,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00093507,138,137,0,1,0,0,0,0,0,0,0,137,0,0,1,0
S00093508,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00093509,202,202,0,0,0,0,0,0,0,0,0,202,0,0,0,0
S00093510,86,80,0,4,0,0,0,2,0,0,0,80,0,2,4,0
S00093511,94,91,0,0,0,0,0,2,0,0,1,91,0,2,0,1
S00093512,87,83,0,0,0,0,0,4,0,0,0,83,0,4,0,0
S00093513,91,81,0,1,0,8,0,0,0,1,0,81,1,8,1,0
S00093514,54,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0
S00093515,110,108,1,0,0,1,0,0,0,0,0,109,0,1,0,0
S00093516,77,75,2,0,0,0,0,0,0,0,0,77,0,0,0,0
S00093517,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00093518,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00093519,55,54,0,1,0,0,0,0,0,0,0,54,0,0,1,0
S00093520,137,133,0,0,0,0,0,0,4,0,0,133,0,4,0,0
S00093521,113,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0
S00093522,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00093523,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00093524,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00093525,100,99,0,0,1,0,0,0,0,0,0,99,0,1,0,0
S00093526,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00093527,137,137,0,0,0,0,0,0,0,0,0,137,0,0,0,0
S00093534,107,105,0,0,2,0,0,0,0,0,0,105,0,2,0,0
S00093535,80,78,2,0,0,0,0,0,0,0,0,80,0,0,0,0
S00093536,87,84,1,0,0,1,1,0,0,0,0,85,0,2,0,0
S00093537,89,83,0,0,5,1,0,0,0,0,0,83,0,6,0,0
S00093538,177,175,0,0,2,0,0,0,0,0,0,175,0,2,0,0
S00093539,66,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0
S00093540,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00093541,124,120,1,0,0,0,0,3,0,0,0,121,0,3,0,0
S00093542,60,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0
S00093543,106,102,0,0,1,1,0,1,0,1,0,102,1,3,0,0
S00093544,103,101,0,0,0,0,0,2,0,0,0,101,0,2,0,0
S00093545,147,147,0,0,0,0,0,0,0,0,0,147,0,0,0,0
S00093546,102,100,0,0,1,0,0,0,0,0,1,100,0,1,0,1
S00093547,160,155,0,1,0,0,0,0,0,4,0,155,4,0,1,0
S00093548,124,124,0,0,0,0,0,0,0,0,0,124,0,0,0,0
S00093549,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00093550,113,111,1,1,0,0,0,0,0,0,0,112,0,0,1,0
S00093551,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00093552,172,170,0,1,0,0,0,0,1,0,0,170,0,1,1,0
S00093553,136,135,0,0,0,0,0,0,0,1,0,135,1,0,0,0
S00093554,137,137,0,0,0,0,0,0,0,0,0,137,0,0,0,0
S00093555,65,61,0,0,1,0,0,3,0,0,0,61,0,4,0,0
S00093556,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00093557,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00093558,112,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0
S00093559,99,98,0,0,0,0,0,0,0,0,1,98,0,0,0,1
S00093560,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00093561,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00093562,161,158,1,0,0,0,0,0,1,1,0,159,1,1,0,0
S00093563,159,158,0,0,0,0,0,0,0,0,1,158,0,0,0,1
S00093564,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00093565,110,109,0,0,1,0,0,0,0,0,0,109,0,1,0,0
S00093566,86,85,1,0,0,0,0,0,0,0,0,86,0,0,0,0
S00093567,167,164,0,0,0,0,0,0,0,3,0,164,3,0,0,0
S00093568,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00093569,122,120,0,0,0,0,0,0,2,0,0,120,0,2,0,0
S00093570,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00093571,98,96,0,2,0,0,0,0,0,0,0,96,0,0,2,0
S00093572,143,139,0,0,0,4,0,0,0,0,0,139,0,4,0,0
S00093731,109,107,0,1,0,0,0,1,0,0,0,107,0,1,1,0
S00093734,85,82,0,0,0,0,3,0,0,0,0,82,0,3,0,0
S00093736,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00093737,112,108,0,2,0,0,0,0,0,0,2,108,0,0,2,2
S00093738,54,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0
S00093739,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00093740,146,145,1,0,0,0,0,0,0,0,0,146,0,0,0,0
S00093742,151,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0
S00093753,151,150,0,0,0,0,0,0,0,1,0,150,1,0,0,0
S00093768,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00093776,56,55,0,0,0,0,0,0,0,1,0,55,1,0,0,0
S00093788,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00093789,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00093790,133,133,0,0,0,0,0,0,0,0,0,133,0,0,0,0
S00093791,75,70,1,3,0,0,0,0,0,1,0,71,1,0,3,0
S00093792,87,79,0,1,0,6,0,0,0,1,0,79,1,6,1,0
S00093793,104,101,3,0,0,0,0,0,0,0,0,104,0,0,0,0
S00093794,155,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0
S00093795,89,87,0,0,0,0,0,0,0,2,0,87,2,0,0,0
S00093796,87,80,0,0,0,7,0,0,0,0,0,80,0,7,0,0
S00093797,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00093800,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00093801,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00093802,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00093803,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00093807,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00093814,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00093823,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00093824,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00093825,89,88,0,0,0,0,1,0,0,0,0,88,0,1,0,0
S00093826,192,192,0,0,0,0,0,0,0,0,0,192,0,0,0,0
S00093837,53,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0
S00093838,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00093839,176,175,0,1,0,0,0,0,0,0,0,175,0,0,1,0
S00093855,127,122,0,1,0,0,0,1,3,0,0,122,0,4,1,0
S00093856,72,71,1,0,0,0,0,0,0,0,0,72,0,0,0,0
S00093857,73,70,0,1,0,1,0,0,1,0,0,70,0,2,1,0
S00093921,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00093922,125,123,0,1,0,0,0,0,0,0,1,123,0,0,1,1
S00093923,52,51,1,0,0,0,0,0,0,0,0,52,0,0,0,0
S00093924,167,161,0,3,0,0,0,0,0,3,0,161,3,0,3,0
S00093925,86,82,0,1,0,0,0,0,1,2,0,82,2,1,1,0
S00093926,91,83,0,0,0,0,0,1,1,1,5,83,1,2,0,5
S00093927,65,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0
S00093928,65,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0
S00093929,126,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0
S00093930,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00093931,87,83,0,0,0,0,0,4,0,0,0,83,0,4,0,0
S00093932,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00093933,129,126,0,0,0,3,0,0,0,0,0,126,0,3,0,0
S00093934,157,157,0,0,0,0,0,0,0,0,0,157,0,0,0,0
S00093935,190,189,0,1,0,0,0,0,0,0,0,189,0,0,1,0
S00093936,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0
S00093937,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00093938,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00093939,116,109,0,2,0,0,0,0,0,4,1,109,4,0,2,1
S00093940,91,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0
S00093941,180,180,0,0,0,0,0,0,0,0,0,180,0,0,0,0
S00093942,108,106,0,0,0,0,0,0,0,2,0,106,2,0,0,0
S00093943,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00093944,102,101,0,0,0,0,0,0,0,0,1,101,0,0,0,1
S00093945,61,60,0,1,0,0,0,0,0,0,0,60,0,0,1,0
S00093992,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00093993,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00093994,106,105,1,0,0,0,0,0,0,0,0,106,0,0,0,0
S00093995,52,51,0,1,0,0,0,0,0,0,0,51,0,0,1,0
S00094143,78,75,0,0,0,0,0,1,1,1,0,75,1,2,0,0
S00094597,80,78,0,2,0,0,0,0,0,0,0,78,0,0,2,0
S00095833,64,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0
S00095834,102,97,0,0,0,5,0,0,0,0,0,97,0,5,0,0
S00095835,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00095836,146,143,0,2,0,0,0,1,0,0,0,143,0,1,2,0
S00095837,125,116,0,0,0,9,0,0,0,0,0,116,0,9,0,0
S00095838,111,108,0,0,0,3,0,0,0,0,0,108,0,3,0,0
S00095839,151,143,0,0,1,7,0,0,0,0,0,143,0,8,0,0
S00095840,135,131,0,0,0,0,0,4,0,0,0,131,0,4,0,0
S00095841,161,161,0,0,0,0,0,0,0,0,0,161,0,0,0,0
S00095842,136,135,0,0,0,0,0,0,1,0,0,135,0,1,0,0
S00095843,164,160,0,0,3,0,0,0,1,0,0,160,0,4,0,0
S00095844,166,163,0,2,0,0,0,0,1,0,0,163,0,1,2,0
S00095845,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00095846,145,135,1,0,0,9,0,0,0,0,0,136,0,9,0,0
S00095847,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00095848,91,87,0,4,0,0,0,0,0,0,0,87,0,0,4,0
S00095849,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095850,76,75,0,0,1,0,0,0,0,0,0,75,0,1,0,0
S00095851,106,102,0,0,0,2,0,2,0,0,0,102,0,4,0,0
S00095852,96,91,1,1,0,3,0,0,0,0,0,92,0,3,1,0
S00095853,111,103,0,0,0,8,0,0,0,0,0,103,0,8,0,0
S00095854,70,67,0,0,0,0,0,3,0,0,0,67,0,3,0,0
S00095855,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095856,127,126,0,1,0,0,0,0,0,0,0,126,0,0,1,0
S00095857,103,102,0,0,0,0,0,1,0,0,0,102,0,1,0,0
S00095858,111,107,0,3,1,0,0,0,0,0,0,107,0,1,3,0
S00095859,70,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0
S00095860,96,92,0,2,0,0,0,0,1,1,0,92,1,1,2,0
S00095861,149,143,0,1,0,0,0,0,5,0,0,143,0,5,1,0
S00095862,197,183,0,1,0,11,0,0,2,0,0,183,0,13,1,0
S00095863,126,124,0,1,0,1,0,0,0,0,0,124,0,1,1,0
S00095864,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00095865,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00095866,92,91,0,0,0,0,0,0,0,0,1,91,0,0,0,1
S00095867,113,112,0,0,0,0,0,1,0,0,0,112,0,1,0,0
S00095868,126,119,0,0,0,5,0,2,0,0,0,119,0,7,0,0
S00095869,155,147,4,2,0,2,0,0,0,0,0,151,0,2,2,0
S00095870,141,141,0,0,0,0,0,0,0,0,0,141,0,0,0,0
S00095871,170,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0
S00095872,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095873,155,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0
S00095874,143,140,0,0,1,2,0,0,0,0,0,140,0,3,0,0
S00095875,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00095876,151,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0
S00095877,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00095878,220,213,0,3,0,1,0,1,0,1,1,213,1,2,3,1
S00095879,143,143,0,0,0,0,0,0,0,0,0,143,0,0,0,0
S00095880,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00095881,64,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0
S00095882,157,149,0,0,2,6,0,0,0,0,0,149,0,8,0,0
S00095883,122,120,0,1,0,0,0,0,0,0,1,120,0,0,1,1
S00095884,142,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0
S00095885,131,121,0,0,0,10,0,0,0,0,0,121,0,10,0,0
S00095886,140,137,0,2,1,0,0,0,0,0,0,137,0,1,2,0
S00095887,159,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0
S00095888,87,84,1,0,0,0,0,0,0,2,0,85,2,0,0,0
S00095889,79,79,0,0,0,0,0,0,0,0,0,79,0,0,0,0
S00095890,95,93,0,1,1,0,0,0,0,0,0,93,0,1,1,0
S00095891,111,110,0,1,0,0,0,0,0,0,0,110,0,0,1,0
S00095892,101,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0
S00095893,103,101,0,1,0,0,0,0,0,1,0,101,1,0,1,0
S00095894,127,118,0,1,2,5,0,0,1,0,0,118,0,8,1,0
S00095895,224,218,0,4,0,1,0,0,0,1,0,218,1,1,4,0
S00095896,118,112,0,0,0,5,0,0,1,0,0,112,0,6,0,0
S00095897,126,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0
S00095898,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00095899,64,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0
S00095900,68,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0
S00095901,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00095902,96,90,0,0,1,1,0,0,0,4,0,90,4,2,0,0
S00095903,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00095904,85,84,0,0,1,0,0,0,0,0,0,84,0,1,0,0
S00095905,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00095906,124,121,0,0,0,1,0,0,0,1,1,121,1,1,0,1
S00095907,185,179,0,1,5,0,0,0,0,0,0,179,0,5,1,0
S00095908,71,70,0,0,1,0,0,0,0,0,0,70,0,1,0,0
S00095909,82,79,0,0,0,0,0,0,0,3,0,79,3,0,0,0
S00095910,56,53,0,0,0,0,0,0,0,3,0,53,3,0,0,0
S00095911,123,122,0,0,0,0,0,0,1,0,0,122,0,1,0,0
S00095912,161,160,0,0,0,0,0,0,1,0,0,160,0,1,0,0
S00095913,85,82,0,1,0,1,0,0,1,0,0,82,0,2,1,0
S00095914,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00095915,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00095916,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00095917,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00095918,130,129,1,0,0,0,0,0,0,0,0,130,0,0,0,0
S00095919,68,65,3,0,0,0,0,0,0,0,0,68,0,0,0,0
S00095920,133,133,0,0,0,0,0,0,0,0,0,133,0,0,0,0
S00095921,86,80,0,2,4,0,0,0,0,0,0,80,0,4,2,0
