rel..sa_id,rel..total_persons,rel..christian_church_of_scotland,rel..christian_roman_catholic,rel..christian_other_christian,rel..buddhist,rel..hindu,rel..jewish,rel..muslim,rel..sikh,rel..other_religion,rel..no_religion,rel..religion_not_stated
S00132893,77,17,8,2,0,0,1,0,0,1,39,9
S00132894,96,42,7,11,0,0,0,0,0,0,30,6
S00132895,127,53,2,9,0,0,1,1,0,1,53,7
S00132896,157,69,23,9,0,0,0,0,1,0,44,11
S00132897,141,50,20,8,0,0,0,0,0,0,50,13
S00132898,111,62,7,8,0,0,0,0,0,1,26,7
S00132899,84,36,2,8,0,0,0,0,0,0,36,2
S00132900,63,23,5,5,0,0,0,0,0,0,23,7
S00132901,106,46,9,7,0,0,0,0,0,0,31,13
S00132902,108,52,11,4,0,0,0,0,0,0,37,4
