house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
W00001128,132,6,20,66,26,1,9,4
W00001129,128,26,12,41,29,11,5,4
W00001130,121,21,12,53,23,3,5,4
W00001131,127,22,13,62,15,3,9,3
W00001132,126,19,8,59,20,13,4,3
W00001133,160,19,11,76,35,5,9,5
W00001134,133,29,32,27,12,23,8,2
W00001135,104,41,11,23,9,11,4,5
W00001136,110,14,14,29,24,20,8,1
W00001137,115,22,13,41,10,16,11,2
W00001138,126,21,13,33,22,21,11,5
W00001139,130,26,14,48,29,2,9,2
W00001140,127,22,17,47,21,4,13,3
W00001141,127,3,31,23,39,18,10,3
W00001142,110,10,19,47,17,8,6,3
W00001143,118,23,4,51,27,3,8,2
W00001144,108,9,12,42,27,5,7,6
W00001145,113,26,11,43,18,4,10,1
W00001146,106,6,28,24,22,14,7,5
W00001147,129,31,9,54,25,1,5,4
W00001148,119,12,6,53,22,7,16,3
W00001149,109,16,20,26,24,10,9,4
W00001150,110,19,11,36,24,5,9,6
W00001151,117,16,5,61,23,1,7,4
W00001152,132,19,16,40,24,12,15,6
W00001153,107,23,23,20,23,12,3,3
W00001154,124,15,10,39,30,12,6,12
W00001155,125,19,18,51,19,5,10,3
W00001156,126,14,11,46,24,16,13,2
W00001157,123,20,17,44,23,10,7,2
W00001158,119,22,27,32,22,10,5,1
W00001159,120,8,14,29,34,18,10,7
W00001160,125,22,15,52,20,9,7,0
W00001161,124,20,11,53,23,10,4,3
W00001162,129,35,19,53,6,3,10,3
W00001163,119,28,9,74,3,1,4,0
W00001164,115,26,18,43,11,8,9,0
W00001166,122,18,14,40,27,7,13,3
W00001167,121,21,18,47,13,8,13,1
W00001168,126,36,15,60,7,3,3,2
W00001169,131,31,13,61,9,6,8,3
W00001170,116,29,12,39,14,8,12,2
W00001171,128,41,15,55,6,3,8,0
W00001172,129,35,23,61,4,3,3,0
W00001173,185,26,22,65,33,20,13,6
W00001174,119,13,18,53,18,6,10,1
W00001175,115,30,23,33,15,7,6,1
W00001176,121,18,14,38,28,6,13,4
W00001177,114,10,11,39,35,8,7,4
W00001178,116,25,27,32,14,13,2,3
W00001179,101,32,21,21,10,10,6,1
W00001180,108,20,19,27,22,6,8,6
W00001181,116,17,7,52,23,8,7,2
W00001182,124,31,14,45,15,4,13,2
W00001183,117,33,22,32,13,7,8,2
W00001184,97,4,35,17,18,16,6,1
W00001185,106,27,12,42,16,3,4,2
W00001186,127,17,35,27,19,12,15,2
W00001187,106,20,13,26,23,18,5,1
W00001188,105,25,14,51,4,4,7,0
W00001189,103,31,15,47,4,2,4,0
W00001190,118,25,16,43,14,5,13,2
W00001191,121,6,25,51,25,2,7,5
W00001192,119,35,15,41,9,6,12,1
W00001193,113,39,7,47,8,4,5,3
W00001194,113,19,7,38,27,10,10,2
W00001195,125,8,24,43,27,13,9,1
W00001196,123,34,12,58,10,3,6,0
W00001197,98,21,22,34,8,3,5,5
W00001198,150,32,15,63,22,4,11,3
W00001199,153,26,58,36,16,8,9,0
W00001200,103,11,16,21,20,24,9,2
W00001201,104,8,21,38,28,7,2,0
W00001202,152,29,24,64,20,3,10,2
W00001203,199,4,27,71,67,17,8,5
W00001204,132,35,12,55,17,3,7,3
W00001205,106,19,7,57,11,4,6,2
W00001206,115,24,11,52,18,3,6,1
W00001207,117,20,19,25,26,13,11,3
W00001208,118,24,14,46,20,4,9,1
W00001209,116,33,20,44,5,6,8,0
W00001210,112,32,14,41,13,3,7,2
W00001211,108,50,18,28,4,6,2,0
W00001212,153,18,47,45,16,6,16,5
W00001213,137,22,18,47,21,17,10,2
W00001214,122,14,14,40,38,8,5,3
W00001215,124,20,46,30,8,8,9,3
W00001216,109,14,11,35,28,8,9,4
W00001217,129,23,26,55,8,2,13,2
W00001218,116,26,15,51,9,2,11,2
W00001219,120,29,11,57,10,3,9,1
W00001220,149,32,23,61,18,6,6,3
W00001221,120,22,27,36,13,8,13,1
W00001222,117,24,22,37,21,5,8,0
W00001223,125,26,12,40,25,10,7,5
W00001224,118,20,13,39,18,12,10,6
W00001225,120,17,26,35,24,5,11,2
W00001226,126,23,16,62,12,3,8,2
W00001227,123,13,22,60,16,2,9,1
W00001228,128,25,15,65,10,4,9,0
W00001229,136,30,17,57,14,6,11,1
W00001230,124,22,16,45,22,5,11,3
W00001231,123,9,14,59,24,6,7,4
W00001232,127,27,11,60,16,4,9,0
W00001233,125,34,13,58,8,5,7,0
W00001234,125,29,12,47,19,4,13,1
W00001235,129,20,16,59,25,3,6,0
W00001236,146,27,17,53,23,15,7,4
W00001237,128,15,31,19,17,28,14,4
W00001238,155,8,21,47,50,17,10,2
W00001239,146,18,26,53,31,6,9,3
W00001240,124,11,20,42,33,9,7,2
W00001241,101,27,17,33,11,6,5,2
W00001242,112,14,10,20,25,31,10,2
W00001243,111,10,14,51,23,5,7,1
W00001244,127,17,11,55,16,10,14,4
W00001245,130,22,31,45,16,7,8,1
W00001246,132,23,12,46,33,9,7,2
W00001247,121,27,12,53,12,9,7,1
W00001248,112,19,21,39,16,8,7,2
W00001249,142,17,13,44,35,15,14,4
W00001250,132,8,24,39,35,13,10,3
W00001251,112,35,9,27,25,9,5,2
W00001252,118,22,14,55,16,5,5,1
W00001253,180,17,23,68,52,10,8,2
W00001254,89,6,12,19,22,17,12,1
W00001255,128,15,13,38,32,15,12,3
W00001256,126,24,16,48,15,6,13,4
W00001257,123,21,17,46,22,7,8,2
W00001258,129,12,25,41,30,4,13,4
W00001259,106,11,16,42,23,8,5,1
W00001260,112,13,14,31,17,21,10,6
W00001261,125,32,12,28,27,13,11,2
W00001262,130,26,21,26,25,9,19,4
W00001263,124,25,19,31,16,19,11,3
W00001264,123,17,32,20,14,27,11,2
W00001265,125,7,21,30,27,20,14,6
W00001266,132,11,26,40,33,9,10,3
W00001267,130,13,12,51,31,10,8,5
W00001268,119,11,12,45,28,9,11,3
W00001269,134,7,18,44,39,12,10,4
W00001270,116,22,33,22,14,13,9,3
W00001271,131,15,16,27,29,31,9,4
W00001272,127,24,15,26,26,15,15,6
W00001273,129,16,20,29,27,15,15,7
W00001274,142,25,11,30,24,27,17,8
W00001275,139,26,31,25,18,23,13,3
W00001276,122,7,7,22,26,36,17,7
W00001277,135,7,11,19,45,36,9,8
